train/explained_variance,parameters/mlp_extractor.policy_net.2.bias,_runtime,time/fps,gradients/action_net.bias,train/policy_gradient_loss,sr2l/update_counter,parameters/mlp_extractor.policy_net.2.weight,parameters/action_net.bias,train/clip_range,gradients/mlp_extractor.value_net.2.bias,train/clip_fraction,global_step,robot/x_position,gradients/log_std,gradients/value_net.weight,parameters/action_net.weight,_timestamp,gradients/mlp_extractor.value_net.0.weight,sr2l/current_lambda,gradients/mlp_extractor.policy_net.0.weight,parameters/mlp_extractor.value_net.2.weight,parameters/mlp_extractor.value_net.0.weight,parameters/log_std,gradients/mlp_extractor.value_net.0.bias,rollout/ep_rew_mean,gradients/mlp_extractor.policy_net.2.bias,train/std,train/value_loss,curriculum/current_phase,robot/velocity_ms,sr2l/loss,gradients/action_net.weight,parameters/mlp_extractor.value_net.2.bias,gradients/mlp_extractor.value_net.2.weight,parameters/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,train/entropy_loss,rollout/ep_len_mean,gradients/value_net.bias,sr2l/smoothness_score,parameters/value_net.bias,_step,train/approx_kl,sr2l/perturbation_std,gradients/mlp_extractor.policy_net.0.bias,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,train/learning_rate,parameters/mlp_extractor.policy_net.0.weight,sr2l/curriculum_progress,robot/height,robot/total_distance
,,31691.959565158,,,-0.009430726,,,,,,,21479424.0,,,,,1761539816.1839063,,,,,,,,,,,,,,,,,,,,,,,,,241206,,,,,,,,,,
,,31731.989817171,,,,,,,,,,21506048.0,,,,,1761539855.3204398,,,,,,,,,,,,,,,,,,,,,,,,,241504,,,,,,0.0003,,,,
,,31752.004203408,,,,,,,,,,21520384.0,,,,,1761539876.3820577,,,,,,,,,,,,,,,,,,,,,,,,,241656,,0.01,,,,,,,,
,,31887.114557416,,,,,,,,,,21614592.0,,,,,1761540015.0294988,,,,,,,,,,,,,,,,,,,,,,,,,242718,0.19453718,,,,,,,,,
,,32122.312884801,,,,,,,0.15,,,21772288.0,,,,,1761540247.4325628,,,,,,,,,,,,,,,,,,,,,,,,,244491,,,,,,,,,,
,,32132.32350842,,,,,,,,,,21780480.0,,,,,1761540259.5059123,,,,,,,,,,,,,,,,,,,,,,,,,244575,,,,,,,,0.0340288,,
,,32267.428665199,,,,,,,,,,21872640.0,,,,,1761540395.0149612,,,,,,,,,,,,,,,,,,,,,,,,,245612,,0.01,,,,,,,,
,,32477.599091628,,,,,,,,,,22016000.0,,,,,1761540605.8255496,,,,,,,,,,,,0.0,,,,,,,,,,,,,247212,,,,,,,,,,
,,32482.603659393,,,-0.0061434587,,,,,,,22018048.0,,,,,1761540608.8477588,,,,,,,,,,,,,,,,,,,,,,,,,247255,,,,,,,,,,
,,32497.613260901,,,,,,,,,,22026240.0,,,,,1761540620.911566,,3.44128e-05,,,,,,,,,,,,,,,,,,,,,,,247334,,,,,,,,,,
,,32707.777473729,678.0,,,,,,,,,22169600.0,,,,,1761540831.6718912,,,,,,,,,,,,,,,,,,,,,,,,,248950,,,,,,,,,,
,,32973.006524614,,,,,,,,,,22349824.0,,,,,1761541096.7000344,,,,,,,,,,,,,,,,,,,,,,,,,250971,,0.01,,,,,,,,
,,33038.058488962,,,,,,,,,,22396928.0,,,,,1761541165.641179,,,,,,,,,,,,,-0.0062406966,,,,,,,,,,,,251493,,,,,,,,,,
,,33158.151298264,,,,,,,,,,22476800.0,,,,,1761541283.2531161,,,,,,,,,,,,,,,,,,,,,,,,,252389,,,,,,,,,,0.029321682
,,33263.239266447,,,,,,,,,,22548480.0,,,,,1761541388.7384028,,,,,,,,,,,,,,,,,,,,,,,,,253202,,0.01,,,,,,,,
,,33288.257115107,,,,,,,,,,22564864.0,,,,,1761541412.8713486,,,,,,,,,,,,,,,,,,,,13.257925,,,,,253393,,,,,,,,,,
,,33318.284723234,,,,,,,,,0.58687335,22585344.0,,,,,1761541442.8802865,,,,,,,,,,,,,,,,,,,,,,,,,253621,,,,,,,,,,
,,33523.450228519,,,,,,,,,0.5243327,22724608.0,,,,,1761541647.959278,,,,,,,,,,,,,,,,,,,,,,,,,255185,,,,,,,,,,
,,34224.02647286,,,,,,,,,0.583903,23199744.0,,,,,1761542347.2858155,,,,,,,,,,,,,,,,,,,,,,,,,260521,,,,,,,,,,
,,34439.200519021,,,,,,,,,,23349248.0,,,,,1761542566.9464257,,,,,,,,,,,7.781008e-05,,,,,,,,,,,,,,262207,,,,,,,,,,
,,34444.204052849,,,,,,,,,0.6128337,23351296.0,,,,,1761542569.9243348,,,,,,,,,,,,,,,,,,,,,,,,,262223,,,,,,,,,,
,,34579.317587847,,,,,,,,,,23443456.0,,,,,1761542705.4902868,,,,,,,,,,,,,,0.055539217,,,,,,,,,,,263252,,,,,,,,,,
,,34639.364282669,,,,,,,,,,23484416.0,,,,,1761542765.76118,,,,,,,,,,,,,,,,,,,,,1000.0,,,,263708,,,,,,,,,,
,,34724.431432207,,,,,,,,,,23541760.0,,,,,1761542850.0946977,,,,,,,,,,,,,,,,,,,,,,,,,264366,,,,,,0.0003,,,,
,,34739.442516849,,,,,,,,,,23552000.0,,,,,1761542865.0703726,,,,,,,,,,,,,,,,,,,,,,,,,264463,,,,,,,,,0.235,
,,34849.528190591,,,,,,,,,,23625728.0,,,,,1761542973.389464,,,,,,,,,,,,,,,,,,,,,,,,,265291,,,,,,,,,0.06421504,
,,34869.545225269,,,,,,,,,,23640064.0,,,,,1761542994.3961377,,,,,,,,18168.332,,,,,,,,,,,,,,,,,265457,,,,,,,,,,
,,34889.560892125,,,-0.009930784,,,,,,,23654400.0,,,,,1761543015.401958,,,,,,,,,,,,,,,,,,,,,,,,,265632,,,,,,,,,,
,,35024.671603883,,,,,,,0.15,,,23746560.0,,,,,1761543150.926809,,,,,,,,,,,,,,,,,,,,,,,,,266663,,,,,,,,,,
,,35024.671756646,,,,,,,,,,23746560.0,,,,,1761543150.931189,,,,,,,,,,,0.0003200735,,,,,,,,,,,,,,266669,,,,,,,,,,
,,35029.676387192,,,,,,,,,,23750656.0,,,,,1761543156.9503527,,,,,,,,53281.953,,,,,,,,,,,,,,,,,266699,,,,,,,,,,
,"{'values': [1, 0, 0, 0, 0, 0, 1, 0, 3, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 3, 1, 3, 0, 1, 1, 2, 1, 2, 5, 0, 4, 2, 2, 4, 2, 2, 0, 3, 0, 2, 0, 2, 0, 1, 0, 2, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1], 'packedBins': {'min': -0.3199753165245056, 'size': 0.010047700256109238, 'count': 64}, '_type': 'histogram'}",35114.74621856,,,,,"{'_type': 'histogram', 'values': [3, 0, 0, 1, 0, 6, 5, 6, 7, 13, 12, 15, 15, 28, 34, 32, 39, 37, 62, 69, 79, 95, 107, 111, 144, 142, 148, 140, 170, 178, 216, 170, 175, 176, 168, 178, 152, 150, 152, 132, 110, 91, 90, 87, 64, 48, 47, 37, 28, 27, 26, 25, 10, 3, 6, 7, 7, 5, 4, 1, 1, 2, 1, 2], 'packedBins': {'size': 0.028448428958654404, 'count': 64, 'min': -0.9053194522857666}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1], 'packedBins': {'size': 0.004717615665867925, 'count': 64, 'min': -0.09524163603782654}}",,,,23805952.0,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 2, 2, 0, 4, 5, 5, 5, 3, 5, 4, 7, 10, 9, 11, 17, 16, 23, 20, 19, 17, 32, 39, 39, 25, 30, 25, 24, 18, 16, 11, 15, 9, 8, 6, 8, 5, 3, 2, 2, 1, 3, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.024298500269651413, 'count': 64, 'min': -0.8325088024139404}}",1761543238.3284307,,,,"{'packedBins': {'count': 64, 'min': -0.7850250005722046, 'size': 0.024055590853095055}, '_type': 'histogram', 'values': [1, 0, 0, 3, 2, 2, 3, 2, 8, 7, 8, 13, 20, 16, 28, 39, 34, 47, 38, 63, 74, 86, 95, 101, 114, 143, 150, 157, 165, 158, 176, 173, 157, 158, 186, 149, 163, 144, 175, 141, 104, 113, 99, 85, 74, 78, 57, 61, 39, 46, 29, 28, 27, 10, 11, 8, 10, 7, 4, 4, 0, 1, 1, 1]}","{'_type': 'histogram', 'values': [1, 1, 2, 0, 0, 0, 0, 0, 2, 1, 0, 1, 0, 1, 1, 2, 0, 2, 1, 8, 12, 13, 21, 37, 53, 76, 111, 168, 247, 270, 259, 178, 106, 106, 54, 35, 15, 13, 12, 9, 8, 4, 4, 0, 5, 2, 1, 3, 2, 2, 0, 1, 2, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -1.6517313718795776, 'size': 0.0559250432997942, 'count': 64}}","{'_type': 'histogram', 'values': [1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.020274188369512558, 'count': 64, 'min': -3.499964475631714}}",,,,,,0.0,,,,"{'_type': 'histogram', 'values': [1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 3, 0, 1, 2, 3, 2, 0, 2, 1, 3, 1, 3, 1, 2, 1, 1, 2, 0, 2, 0, 2, 0, 0, 1, 1, 2, 0, 2, 1, 1, 1, 1, 0, 1, 1, 1, 2, 1, 2, 0, 2, 0, 3, 0, 1], 'packedBins': {'min': -0.9191704988479614, 'size': 0.022721626795828342, 'count': 64}}",,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0, 3, 4, 1, 2, 2, 1, 3, 3, 1, 2, 1, 3, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 3, 1, 1, 1, 3, 4, 2, 5, 2, 2, 0, 0, 0, 0, 0, 0, 1, 2], 'packedBins': {'min': -0.35973629355430603, 'size': 0.009241772815585136, 'count': 64}}",,,,,,"{'values': [1], 'bins': [0.47726574540138245, 0.47726574540138245], '_type': 'histogram'}",267314,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 2, 1, 2, 1, 0, 2, 2, 3, 0, 0, 0, 1, 0, 0, 2, 4, 3, 2, 1, 1, 1, 1, 5, 2, 1, 2, 0, 0, 2, 1, 2, 1, 0, 0, 2, 2, 2, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 5, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -1.2474148273468018, 'size': 0.03914550691843033, 'count': 64}}","{'values': [1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 2, 3, 3, 1, 1, 1, 0, 1, 1, 0, 1, 3, 1, 3, 1, 0, 7, 1, 0, 1, 1, 3, 1, 2, 3, 1, 1, 1, 0, 2, 2, 1, 1, 0, 1, 0, 0, 0, 3, 0, 0, 1, 0, 1, 1, 0, 2, 0, 0, 0, 1], 'packedBins': {'min': -0.32125452160835266, 'size': 0.010521887801587582, 'count': 64}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 1, 0, 1, 1, 1, 2, 2, 1, 3, 2, 4, 2, 10, 10, 12, 13, 10, 19, 25, 39, 23, 22, 40, 41, 53, 56, 53, 71, 75, 53, 97, 92, 78, 79, 79, 60, 86, 78, 58, 72, 49, 68, 50, 45, 37, 30, 31, 21, 27, 14, 11, 15, 6, 3, 7, 3, 2, 0, 3, 1, 2, 3, 3], 'packedBins': {'min': -0.8708627223968506, 'size': 0.02566196396946907, 'count': 64}}",,,
,,35174.796582389,,,,,,,0.15,,,23848960.0,,,,,1761543301.7305856,,,,,,,,,,,,,,,,,,,,,,,,,267813,,,,,,,,,,
,,35194.813179083,,,,,,,,,,23863296.0,,,,,1761543322.917985,,,,,,,,,,,,,,,,,,,,,1000.0,,,,267963,,,,,,,,,,
,,35279.885578301,,,,,,,,,,23920640.0,,,,,1761543407.156252,,,,,,,,,,,,,,,,,,,,,,,,,268604,,,,,,,,,,0.021020228
,,35414.990079453,,,,,,,,,,24010752.0,,,,,1761543539.76354,,,,,,,,,,,,,,,,,,,,,,,,,269615,,,,,,,,,0.06425865,
,,35515.067811242,,,,,,,,,,24078336.0,,,,,1761543639.3196158,,,,,,,,,,,,,,,,,,,,,,,,,270383,,0.01,,,,,,,,
,,35590.118466242,678.0,,,,,,,,,24131584.0,,,,,1761543717.751216,,,,,,,,,,,,,,,,,,,,,,,,,270984,,,,,,,,,,
,,35890.365350225,,,,190096.0,,,,,,24334336.0,,,,,1761544015.751971,,,,,,,,,,,,,,,,,,,,,,,,,273260,,,,,,,,,,
,,35985.444565765,,,,,,,,,,24399872.0,,,,,1761544112.4095113,,,,,,,,,,,,,,,,,,,,14.219548,,,,,274001,,,,,,,,,,
,,36050.496897072,,,,,,,,,,24444928.0,,,,,1761544178.6892877,,,,,,,,,,,0.0036597012,,,,,,,,,,,,,,274512,,,,,,,,,,
,,36130.563114955,,,,,,,,,,24496128.0,,,,,1761544254.279309,,,,,,,,,,,,,,,,,,,,,,,,,275079,0.15479305,,,,,,,,,
,,36160.589524115,,,-0.008133528,,,,,,,24516608.0,,,,,1761544284.4737957,,,,,,,,,,,,,,,,,,,,,,,,,275315,,,,,,,,,,
,,36185.608867648,,,,,,,,,,24535040.0,,,,,1761544311.6859663,,,,,,,,,,,,,,,,,,,,,,,,,275503,,,,,,,,,0.06421334,
,,36195.619717874,,,,,,,,,,24543232.0,,,,,1761544323.8026838,,,,,,,,,,0.045495067,,,,,,,,,,,,,,,275615,,,,,,,,,,
,,36595.937904322,,,,,,,,,,24815616.0,,,,,1761544723.638092,,,,,,,,,,,,,,,,,,,,,1000.0,,,,278658,,,,,,,,,,
,,36670.998959107,,,,,,,,,,24864768.0,,,,,1761544795.7911844,,,,,,,,,,,0.0030492092,,,,,,,,,,,,,,279227,,,,,,,,,,
,,36726.042690544,,,,,,,,,,24903680.0,,,,,1761544852.7130039,,,,,,,,,,,,,,,,,,,,,,,,,279652,,0.01,,,,,,,,
,,36836.125107216,,,-0.012375848,,,,,,,24977408.0,,,,,1761544961.1213026,,,,,,,,,,,,,,,,,,,,,,,,,280490,,,,,,,,,,
,,37031.278984489,,,,,,,,,,25110528.0,,,,,1761545157.1705987,,,,,,,,,,,,,,,,,,,,,,,,,281984,,,,,,0.0003,,,,
,,37116.351761363,678.0,,,,,,,,,25169920.0,,,,,1761545244.539134,,,,,,,,,,,,,,,,,,,,,,,,,282645,,,,,,,,,,
,,37156.384292537,,,,,,,,,,25194496.0,,,,,1761545280.7332416,,,,,,,,,,,,,,,,,,,,,,,,,282910,,,,,,,,,,0.18646993
,,37201.421913481,,,,,,,,,,25227264.0,,,,,1761545329.1573699,,,,,,,,,,,,,,,,,,,,,,,,,283295,,,,,,0.0003,,,,
,,37226.442403409,,,-0.0110864,,,,,,,25243648.0,,,,,1761545353.1675417,,,,,,,,,,,,,,,,,,,,,,,,,283480,,,,,,,,,,
,,37356.551893934,678.0,,,,,,,,,25329664.0,,,,,1761545479.9548266,,,,,,,,,,,,,,,,,,,,,,,,,284439,,,,,,,,,,
-13.958954,,37476.647485717,,,,,,,,,,25411584.0,,,,,1761545600.3992517,,,,,,,,,,,,,,,,,,,,,,,,,285364,,,,,,,,,,
,,37811.907793283,,,,,,,,,,25640960.0,,,,,1761545938.3450365,,,,,,,,,,,,,,,,,,,,,,,,,287936,0.17951477,,,,,,,,,
,,37831.92300574,,,,,,,,,,25653248.0,,,,,1761545956.391985,,,,,,,,,,,,,,,,,,,,,,,,,288070,,0.01,,,,,,,,
,,38047.086881395,,,,,,,,,,25798656.0,,,,,1761546170.3906586,,,,,,,,,,,,,,,,,,,,,,,,,289707,0.15325883,,,,,,,,,
,,38107.13015648,,,,,,,,,,25839616.0,,,,,1761546230.6003723,,,,,,,,,,,,,,,,,,,,,,,,,290154,,,,,,,,,0.06421208,
-0.646469,,38212.212022264,,,,,,,,,,25911296.0,,,,,1761546336.0449388,,,,,,,,,,,,,,,,,,,,,,,,,290976,,,,,,,,,,
,,38217.216313874,,,,,,,,,,25915392.0,,,,,1761546342.0046597,,,,,,,,,,,,,,,,,,,,,,,,,291014,,0.01,,,,,,,,
,,38702.613317926,,,-0.009732693,,,,,,,26245120.0,,,,,1761546827.452311,,,,,,,,,,,,,,,,,,,,,,,,,294727,,,,,,,,,,
,,38902.767993011,,,,,,,,,,26380288.0,,,,,1761547026.233595,,,,,,,,,,,,,,,,,,,,,,,,,296239,0.1692056,,,,,,,,,
,,38902.768340058,,,,,,,,,,26382336.0,,,,,1761547029.1830282,,,,,,,,,,,,,,,,,,,,,1000.0,,,,296253,,,,,,,,,,
,,39067.901837782,,,,,,,,,,26492928.0,,,,,1761547191.6776574,,,,,,,,,,,,,,,,,,,,,,,,,297491,,,,,,,,,0.0642315,
,,39087.922671975,,,,,,,,,,26509312.0,,,,,1761547215.7628388,,,,,,,,,,0.0416988,,,,,,,,,,,,,,,297695,,,,,,,,,,
0.98822105,,39132.963319547,,,,,,,,,,26540032.0,,,,,1761547261.029314,,,,,,,,,,,,,,,,,,,,,,,,,298037,,,,,,,,,,
,,39183.004895242,678.0,,,,,,,,,26572800.0,,,,,1761547309.4634547,,,,,,,,,,,,,,,,,,,,,,,,,298400,,,,,,,,,,
,,39398.179723693,,,,,,,,,,26718208.0,,,,,1761547522.922123,,,,,,,,,,,,,,,,,,,,,,,,,300039,,,,,,0.0003,,,,
,,39473.232282744,,,,,,,,,,26771456.0,,,,,1761547601.4325542,,,,,,,,,,,,,,,,,,,,,,,0.95922214,,300629,,,,,,,,,,
,,39498.251245257,,,,,,,,,,26787840.0,,,,,1761547625.4989321,,,,,,,,,,,,,,,,,,,,,,,,,300810,,,,,,,,0.0418528,,
,,39553.293049263,,,,,,,,,,26824704.0,,,,,1761547679.5662076,,,,,,,,,,,,,,,,,,,,,1000.0,,,,301221,,,,,,,,,,
,,39843.530404156,,,,,,,,,,27023360.0,,,,,1761547971.488519,,,,,,,,,,,0.007288703,,,,,,,,,,,,,,303469,,,,,,,,,,
,,40008.658069437,,,,,,,,,,27133952.0,,,,,1761548133.628515,,,,,,,,,,,0.007121965,,,,,,,,,,,,,,304711,,,,,,,,,,
,,40018.665252606,,,,,,,,,,27140096.0,,,,,1761548142.5755348,,,,,,,,,,0.0402836,,,,,,,,,,,,,,,304779,,,,,,,,,,
,,40168.794421992,,,,,,,,,,27244544.0,,,,,1761548295.7286184,,,,,,,,,,,,,,0.03716881,,,,,,,,,,,305940,,,,,,,,,,
,,40188.810602018,,,,212928.0,,,,,,27256832.0,,,,,1761548313.9733648,,,,,,,,,,,,,,,,,,,,,,,,,306081,,,,,,,,,,
,,40283.888084953,,,,,,,,,,27322368.0,-0.5026862,,,,1761548410.2316847,,,,,,,,,,,,,,,,,,,,,,,,,306809,,,,,,,,,,
,,40684.201166473,,,,,,,,,,27594752.0,,,,,1761548810.4826958,,,,,,,,,,,,,,,,,,,,,,,,,309874,,0.01,,,,,,,,
,,40714.223972901,,,,,,,,,,27615232.0,,,,,1761548840.5882764,,,,,,,,,,,,,,,,,,,,,1000.0,,,,310099,,,,,,,,,,
,,40794.289276529,678.0,,,,,,,,,27670528.0,,,,,1761548921.8456082,,,,,,,,,,,,,,,,,,,,,,,,,310728,,,,,,,,,,
-1.6629345,,40874.359125158,,,,,,,,,,27723776.0,,,,,1761549000.1295013,,,,,,,,,,,,,,,,,,,,,,,,,311331,,,,,,,,,,
,,40879.363058872,,,,,,,,,,27725824.0,,,,,1761549003.0978308,,,,,,,,,,,,,,,,,,,,,,,0.96566164,,311347,,,,,,,,,,
,,40924.398992699,,,,,,,,,,27756544.0,,,,,1761549048.3125312,,4.33664e-05,,,,,,,,,,,,,,,,,,,,,,,311688,,,,,,,,,,
,,40924.399016853,,,,,,,,,,27756544.0,,,,,1761549048.312539,,,,,,,,,,,,,,,,,,,,,,,,,311689,,,,,,,,0.0433664,,
,,41014.473332396,678.0,,,,,,,,,27817984.0,,,,,1761549138.7844913,,,,,,,,,,,,,,,,,,,,,,,,,312384,,,,,,,,,,
,,41049.498587654,,,,,,,,,,27842560.0,,,,,1761549174.7335267,,,,,,,,,,,,,-0.02623362,,,,,,,,,,,,312650,,,,,,,,,,
,,41074.51696274,,,,,,,,,,27858944.0,,,,,1761549198.8250246,,,,,,,,,,,,,,,,,,,,,,,,,312845,0.17950487,,,,,,,,,
,,41139.566285372,,,,,,,,,,27904000.0,,,,,1761549265.3247206,,,,,,,,,,,,,,,,,,,,,,,,,313351,0.94930613,,,,,,,,,
,,41209.61941435,,,,,,,,,,27951104.0,,,,,1761549334.5960188,,,,,,,,,,,,0.0,,,,,,,,,,,,,313866,,,,,,,,,,
,,41214.62466514,,,,,,,,,,27955200.0,,,,,1761549340.634809,,,,,,,,78025.65,,,,,,,,,,,,,,,,,313918,,,,,,,,,,
,,41244.651248113,,,,,,,,,,27975680.0,,,,,1761549370.7691884,,,,,,,,,,,,0.0,,,,,,,,,,,,,314142,,,,,,,,,,
,,41284.685246963,,,,,,,,,,28002304.0,-0.55223185,,,,1761549409.960677,,,,,,,,,,,,,,,,,,,,,,,,,314445,,,,,,,,,,
,,41324.715402007,678.0,,,,,,,,,28030976.0,,,,,1761549451.9976604,,,,,,,,,,,,,,,,,,,,,,,,,314776,,,,,,,,,,
,,41334.723198312,,,,,,,,,,28037120.0,,,,,1761549460.964215,,,,,,,,,,0.038192093,,,,,,,,,,,,,,,314853,,,,,,,,,,
,,41399.78124201,,,,,,,,,,28082176.0,,,,,1761549527.2464216,,,,,,,,,,,,,,,,,,,,,,,,,315352,0.17674172,,,,,,,,,
,,41785.091438494,,,,,,,,,,28344320.0,,,,,1761549912.9990668,,,,,,,,,,,,,,,,,,,,,,,,,318284,,,,,,,,,,0.12519939
,,41840.1332724,,,,,,,,,,28381184.0,,,,,1761549967.1994863,,,,,,,,,,,,,,0.032594822,,,,,,,,,,,318705,,,,,,,,,,
,,41845.136598596,,,,,,,,,,28383232.0,,,,,1761549970.205613,,,,,,,,,,,,,,,,,,,,,,,,,318733,0.26368248,,,,,,,,,
,,41960.218261495,,,,,,,,,,28463104.0,,,,,1761550087.732389,,,,,,,,,,0.037710212,,,,,,,,,,,,,,,319637,,,,,,,,,,
,,41990.238654238,,,,,,,,,,28481536.0,,,,,1761550114.8469253,,,,,,,,,,,,,,,,,,,,15.198623,,,,,319840,,,,,,,,,,
,,42195.400933764,,,,,,,,,,28622848.0,,,,,1761550322.164685,,,,,,,,22723.56,,,,,,,,,,,,,,,,,321416,,,,,,,,,,
,,42510.651590649,,,,,,,,,,28837888.0,-0.3495406,,,,1761550638.603504,,,,,,,,,,,,,,,,,,,,,,,,,323829,,,,,,,,,,
,,42770.864889016,,,,226656.0,,,,,,29014016.0,,,,,1761550897.1552753,,,,,,,,,,,,,,,,,,,,,,,,,325815,,,,,,,,,,
0.99442214,,42790.880775839,,,,,,,,,,29026304.0,,,,,1761550915.2760644,,,,,,,,,,,,,,,,,,,,,,,,,325959,,,,,,,,,,
,,43106.136878002,,,,,,,,,,29241344.0,,,,,1761551231.3605428,,,,,,,,,,,,,,,,,,,,,,,,,328357,,,,,,,,,0.14965342,
,,43146.163922935,,,,,,,,,,29270016.0,,,,,1761551273.5750473,,,,,,,,,,,,,,,,,,,,,1000.0,,,,328683,,,,,,,,,,
,,43291.271122361,,,,,,,,,,29366272.0,,,,,1761551414.8387568,,,,,,,,,,,,,,,,,,,,,,,,,329761,,,,,,,,,,0.1870328
0.8950199,,43351.322331495,,,,,,,,,,29409280.0,,,,,1761551478.1546052,,,,,,,,,,,,,,,,,,,,,,,,,330260,,,,,,,,,,
,,43381.346258397,,,,,,,,,,29429760.0,,,,,1761551508.0295453,,,,,,,,,,,,,,,,,,,,15.297897,,,,,330489,,,,,,,,,,
,,43396.358871044,,,-0.00422813,,,,,,,29440000.0,,,,,1761551523.1193788,,,,,,,,,,,,,,,,,,,,,,,,,330607,,,,,,,,,,
,,43441.391598388,,,,,,,,,,29468672.0,-0.36278448,,,,1761551565.1073155,,,,,,,,,,,,,,,,,,,,,,,,,330913,,,,,,,,,,
,,43586.508964112,,,,,,,,,,29569024.0,,,,,1761551712.576288,,,,,,,,,,,,,,,,,,,,,,,,,332038,,,,,,,,,,0.080981545
-0.019903183,,43596.516150576,,,,,,,,,,29575168.0,,,,,1761551721.608424,,,,,,,,,,,,,,,,,,,,,,,,,332123,,,,,,,,,,
,,43641.5586784,,,,,,,,,,29607936.0,,,,,1761551769.6625257,,,,,,,,,,,,,,,,,,,,,1000.0,,,,332478,,,,,,,,,,
,,43766.653422132,,,,,,,,,,29691904.0,,,,,1761551893.3654356,,,,,,,,,,0.037062127,,,,,,,,,,,,,,,333437,,,,,,,,,,
,,43841.716191493,,,,,,,,,,29743104.0,,,,,1761551968.711009,,4.64704e-05,,,,,,,,,,,,,,,,,,,,,,,333998,,,,,,,,,,
,,43891.75566512,,,,,,,,,,29775872.0,,,,,1761552017.1208038,,,,,,,,,,,,,,,,,,,,,,,,,334367,,,,,,,,0.0465216,,
,,44081.918321238,,,,,,,,,,29906944.0,8.058803,,,,1761552210.0259233,,,,,,,,,,,,,,,,,,,,,,,,,335835,,,,,,,,,,
,,44232.03797452,,,,,,,,,,30007296.0,,,,,1761552357.578753,,,,,,,,,,,,,,,,,,,,,,,,,336972,0.14839152,,,,,,,,,
,,44307.097482108,,,,,,,,,,30058496.0,,,,,1761552432.7117093,,,,,,,,,,,,0.0,,,,,,,,,,,,,337533,,,,,,,,,,
,,44522.261953877,,,,,,,,,,30203904.0,,,,,1761552645.57892,,,,,,,,,,,,,,0.029962549,,,,,,,,,,,339175,,,,,,,,,,
,,44572.306903592,678.0,,,,,,,,,30238720.0,,,,,1761552696.661544,,,,,,,,,,,,,,,,,,,,,,,,,339570,,,,,,,,,,
,,44572.30718321,,,,,,,,,,30240768.0,,,,,1761552699.674862,,,,,,,,,,,,0.0,,,,,,,,,,,,,339580,,,,,,,,,,
,,44807.482078272,,,,,,,,,,30398464.0,,,,,1761552931.1637874,,,,,,,,,,,,,,,,,,,,,,,,,341359,,,,,,,,0.0474944,,
,,44822.492158664,,,,,,,,,,30408704.0,,,,,1761552946.2978806,,,,,,,,,,,,,0.043141704,,,,,,,,,,,,341469,,,,,,,,,,
,,44857.523524663,,,-0.0034962369,,,,,,,30435328.0,,,,,1761552985.2877886,,,,,,,,,,,,,,,,,,,,,,,,,341785,,,,,,,,,,
,,44872.536641246,,,,,,,,,,30445568.0,,,,,1761553000.372724,,,,,,,,,,,,,,,,,,,,,,,,,341890,,0.01,,,,,,,,
,,44947.60039691,,,,,,,,,,30496768.0,7.077683,,,,1761553075.733479,,,,,,,,,,,,,,,,,,,,,,,,,342459,,,,,,,,,,
,,44977.626665384,,,,,,,,,,30515200.0,,,,,1761553102.9184084,,,,,,,,44118.25,,,,,,,,,,,,,,,,,342668,,,,,,,,,,
