train/explained_variance,parameters/mlp_extractor.policy_net.2.bias,_runtime,time/fps,gradients/action_net.bias,train/policy_gradient_loss,sr2l/update_counter,parameters/mlp_extractor.policy_net.2.weight,parameters/action_net.bias,train/clip_range,gradients/mlp_extractor.value_net.2.bias,train/clip_fraction,global_step,robot/x_position,gradients/log_std,gradients/value_net.weight,parameters/action_net.weight,_timestamp,gradients/mlp_extractor.value_net.0.weight,sr2l/current_lambda,gradients/mlp_extractor.policy_net.0.weight,parameters/mlp_extractor.value_net.2.weight,parameters/mlp_extractor.value_net.0.weight,parameters/log_std,gradients/mlp_extractor.value_net.0.bias,rollout/ep_rew_mean,gradients/mlp_extractor.policy_net.2.bias,train/std,train/value_loss,curriculum/current_phase,robot/velocity_ms,sr2l/loss,gradients/action_net.weight,parameters/mlp_extractor.value_net.2.bias,gradients/mlp_extractor.value_net.2.weight,parameters/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,train/entropy_loss,rollout/ep_len_mean,gradients/value_net.bias,sr2l/smoothness_score,parameters/value_net.bias,_step,train/approx_kl,sr2l/perturbation_std,gradients/mlp_extractor.policy_net.0.bias,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,train/learning_rate,parameters/mlp_extractor.policy_net.0.weight,sr2l/curriculum_progress,robot/height,robot/total_distance
,,12811.718926893,,,,,,,,,,8654848.0,,,,,1761520937.783454,,1.352e-05,,,,,,,,,,,,,,,,,,,,,,,97167,,,,,,,,,,
,,12891.783706007,,,,,,,,,,8710144.0,,,,,1761521019.097453,,,,,,,,,,,,,0.1772013,,,,,,,,,,,,97784,,,,,,,,,,
,,12901.792320088,,,,,,,,,,8716288.0,,,,,1761521028.2171988,,,,,,,,,,,,,0.019177455,,,,,,,,,,,,97853,,,,,,,,,,
,,12916.80436766,,,,,,,0.15,,,8724480.0,,,,,1761521040.3028758,,,,,,,,,,,,,,,,,,,,,,,,,97958,,,,,,,,,,
,,13026.885995888,,,,,,,,,,8802304.0,,,,,1761521154.602749,,,,,,,,,,,,,,0.78883606,,,,,,,,,,,98825,,,,,,,,,,
,,13106.950923114,,,,,,,,,,8855552.0,,,,,1761521233.133201,,,,,,,,,,,,,,,,,,,,,,,,,99416,,,,,,,,,,5.980559
,,13217.035160188,,,,,,,0.15,,,8931328.0,,,,,1761521344.8278103,,,,,,,,,,,,,,,,,,,,,,,,,100281,,,,,,,,,,
,,13257.06920822,,,,,,,,,0.30114746,8957952.0,,,,,1761521384.1422713,,,,,,,,,,,,,,,,,,,,,,,,,100579,,,,,,,,,,
,,13262.075649837,,,,,,,,,,8960000.0,,,,,1761521387.1716468,,1.39968e-05,,,,,,,,,,,,,,,,,,,,,,,100594,,,,,,,,,,
,,13282.092287925,,,-0.01798074,,,,,,,8974336.0,,,,,1761521408.4173422,,,,,,,,,,,,,,,,,,,,,,,,,100768,,,,,,,,,,
,,13292.10232927,,,,,,,,,,8980480.0,,,,,1761521417.5087268,,,,,,,,,,,,,,,,,,,,,,,,,100827,,0.01,,,,,,,,
,,13322.123124338,,,,,,,,,,9000960.0,,,,,1761521447.6717246,,1.40608e-05,,,,,,,,,,,,,,,,,,,,,,,101054,,,,,,,,,,
,,13442.21850203,,,,,,,,,,9082880.0,,,,,1761521568.0873594,,,,,,,,,,,,,,,,,,,,,,,,,101968,,,,,,,,,0.1363882,
,,13507.275893108,,,,,,,,,,9127936.0,10.466348,,,,1761521634.2973046,,,,,,,,,,,,,,,,,,,,,,,,,102477,,,,,,,,,,
,,13632.377108737,,,,,,,,,,9213952.0,,,,,1761521760.541837,,,,,,,,,,,,,-0.0007089331,,,,,,,,,,,,103442,,,,,,,,,,
,,13702.430686987,,,,,,,,,,9259008.0,,,,,1761521827.0713818,,,,,,,,,,,,,,,,,,,,,1000.0,,,,103950,,,,,,,,,,
,,13742.463268808,,,,,,,,,,9285632.0,,,,,1761521866.3853276,,,,,,,,288516.22,,,,,,,,,,,,,,,,,104250,,,,,,,,,,
,,13802.524582419,,,,,,,,,,9328640.0,,,,,1761521929.917311,,,,,,,,,,,,,,,,,,,,,,,,,104735,,,,,,,,0.0145728,,
,,13937.638216835,,,,,,,,,,9418752.0,,,,,1761522062.8057888,,,,,,,,,,,,,,,,,,,,,,,,,105741,,,,,,,,,,0.550968
,,14037.720067721,,,,,,,,,,9488384.0,,,,,1761522165.4961276,,,,,,,,,,,,,0.08151753,,,,,,,,,,,,106524,,,,,,,,,,
,,14082.757224271,,,,,,,,,,9517056.0,,,,,1761522208.0194383,,,,,,,,,,,0.0050526997,,,,,,,,,,,,,,106865,,,,,,,,,,
,,14157.815162438,,,,,,,,,,9568256.0,,,,,1761522283.4205768,,,,,,,,,,,,,,,,,,,,2.4643648,,,,,107435,,,,,,,,,,
,,14227.874391405,,,,,,,,,,9617408.0,,,,,1761522355.7836254,,,,,,,,,,,,,,,,,,,,,,,,,107971,,,,,,,,,0.15977149,
,,14267.907147734,,,,,,,0.15,,,9641984.0,,,,,1761522391.9460802,,,,,,,,,,,,,,,,,,,,,,,,,108262,,,,,,,,,,
,,14603.174894829,,,,,,,,,,9871360.0,,,,,1761522730.2080748,,,,,,,,,,,,,,,,,,,,,,,0.5958284,,110833,,,,,,,,,,
,,14828.347564132,,,,,,,,,,10022912.0,,,,,1761522954.230826,,,,,,,,,,,,,,,,,,,,2.960945,,,,,112541,,,,,,,,,,
,,14943.434214842,677.0,,,,,,,,,10100736.0,,,,,1761523068.2965765,,,,,,,,,,,,,,,,,,,,,,,,,113411,,,,,,,,,,
,,14983.46462535,,,,,,,,,,10127360.0,,,,,1761523107.4496393,,,,,,,,,,,0.0035398481,,,,,,,,,,,,,,113719,,,,,,,,,,
,,15063.531659258,,,,79536.0,,,,,,10182656.0,,,,,1761523188.5206153,,,,,,,,,,,,,,,,,,,,,,,,,114330,,,,,,,,,,
,,15193.647895857,,,,,,,,,,10272768.0,,,,,1761523321.11997,,,,,,,,,,,,,,,,,,,,,,,,,115332,,,,,,,,,,0.13446097
,,15313.744862863,,,,,,,0.15,,,10352640.0,,,,,1761523438.9529512,,,,,,,,,,,,,,,,,,,,,,,,,116243,,,,,,,,,,
,,15383.803258883,,,,,,,,,,10399744.0,,,,,1761523508.4062781,,,,,,,,,,,,,0.0047375634,,,,,,,,,,,,116759,,,,,,,,,,
,,15388.806724503,,,,,,,,,,10403840.0,,,,,1761523514.480542,,1.62528e-05,,,,,,,,,,,,,,,,,,,,,,,116809,,,,,,,,,,
,,15538.926477445,,,,,,,,,,10504192.0,,,,,1761523662.2510924,,,,,,,,,,,,,,,,,,,,,,,,,117939,,0.01,,,,,,,,
,,15894.214121428,,,,,,,,,,10747904.0,,,,,1761524020.500045,,,,,,,,66872.14,,,,,,,,,,,,,,,,,120672,,,,,,,,,,
,,15949.261512439,,,,,,,,,,10784768.0,,,,,1761524074.9061906,,,,,,,,,,,,,,,,,,,,,,,,,121090,,0.01,,,,,,,,
,,16034.334199554,,,,,,,,,,10844160.0,,,,,1761524162.170069,,,,,,,,80227.086,,,,,,,,,,,,,,,,,121753,,,,,,,,,,
,,16044.34372369,677.0,,,,,,,,,10850304.0,,,,,1761524171.1423528,,,,,,,,,,,,,,,,,,,,,,,,,121829,,,,,,,,,,
,,16294.54092692,,,,,,,,,,11020288.0,,,,,1761524420.7064826,,,,,,,,,,,,,0.018616075,,,,,,,,,,,,123728,,,,,,,,,,
,,16314.55705852,,,,,,,,,,11034624.0,,,,,1761524441.839718,,,,,,,,,,,,,,,,,,,,,,,0.6767868,,123897,,,,,,,,,,
0.56698275,,16474.696562587,,,,,,,,,,11141120.0,,,,,1761524598.771031,,,,,,,,,,,,,,,,,,,,,,,,,125100,,,,,,,,,,
,,16474.696929405,,,,,,,,,,11143168.0,,,,,1761524601.787102,,,,,,,,,,,,,,,,,,,,,,,,,125115,,0.01,,,,,,,,
,,16479.703112033,,,,87072.0,,,,,,11147264.0,,,,,1761524607.809158,,,,,,,,,,,,,,,,,,,,,,,,,125163,,,,,,,,,,
,,16489.709336426,,,,,,,,,,11151360.0,,,,,1761524613.8321393,,,,,,,,,,,,0.0,,,,,,,,,,,,,125197,,,,,,,,,,
,,16824.9749362,,,,88896.0,,,,,,11380736.0,,,,,1761524952.5218892,,,,,,,,,,,,,,,,,,,,,,,,,127785,,,,,,,,,,
,,16965.084364953,,,,,,,,,,11474944.0,,,,,1761525091.4721446,,,,,,,,,,0.1542052,,,,,,,,,,,,,,,128852,,,,,,,,,,
,,17065.160868897,,,,,,,,,,11542528.0,,,,,1761525191.2379887,,,,,,,,,,,,,,,,,,,,,,,,,129592,,,,,,,,,,0.5073713
,,17115.198093969,,,,,,,,,,11577344.0,,,,,1761525242.5985954,,,,,,,,,,,,,,,,,,,,,,,,,129989,,,,,,,,0.0180864,,
,,17215.273059969,,,,,,,,,,11642880.0,9.0122595,,,,1761525339.4293542,,,,,,,,,,,,,,,,,,,,,,,,,130721,,,,,,,,,,
,,17350.382734366,,,,,,,,,,11735040.0,,,,,1761525474.8205624,,,,,,,,,,,,,0.012847964,,,,,,,,,,,,131755,,,,,,,,,,
,,17395.420347234,677.0,,,,,,,,,11765760.0,,,,,1761525519.9445744,,,,,,,,,,,,,,,,,,,,,,,,,132110,,,,,,,,,,
,,17505.512173701,,,,,,,,,,11841536.0,,,,,1761525631.714993,,,,,,,,,,,,,,,,,,,,,,,,,132949,,,,,,,,,0.0642049,
,,17665.64313004,,,,,,,,,,11950080.0,,,,,1761525791.41219,,,,,,,,,,,,,,,,,,,,,,,,,134181,0.051838633,,,,,,,,,
,,17850.7958321,677.0,,,,,,,,,12077056.0,,,,,1761525978.6517522,,,,,,,,,,,,,,,,,,,,,,,,,135606,,,,,,,,,,
,,17875.81480963,,,,,,,,,,12091392.0,,,,,1761525999.7249012,,,,,,,,,,,,,,,,,,,,,,,,,135764,,0.01,,,,,,,,
,,17880.81907238,,,,,,,,,,12095488.0,,,,,1761526005.6947865,,,,,,,,,,,,,0.026525818,,,,,,,,,,,,135803,,,,,,,,,,
,,17980.89715496,,,,,,,,,0.3906657,12165120.0,,,,,1761526108.1124372,,,,,,,,,,,,,,,,,,,,,,,,,136597,,,,,,,,,,
,,18080.976564925,,,,,,,,,,12232704.0,,,,,1761526207.773048,,1.91104e-05,,,,,,,,,,,,,,,,,,,,,,,137348,,,,,,,,,,
0.98764294,,18116.002347881,,,,,,,,,,12257280.0,,,,,1761526244.1425765,,,,,,,,,,,,,,,,,,,,,,,,,137635,,,,,,,,,,
,,18256.110995075,,,,,,,,,,12351488.0,,,,,1761526382.8345728,,1.9296e-05,,,,,,,,,,,,,,,,,,,,,,,138682,,,,,,,,,,
,,18401.221139591,,,,,,,,,,12449792.0,,,,,1761526527.0463595,,,,,,,,,,,,,,,,,,,,,,,,,139798,,,,,,0.0003,,,,
,,18576.360211232,,,-0.017993068,,,,,,,12568576.0,,,,,1761526701.888623,,,,,,,,,,,,,,,,,,,,,,,,,141133,,,,,,,,,,
,,18636.408798405,,,,,,,,,,12609536.0,,,,,1761526762.05119,,,,,,,,,,,0.00228388,,,,,,,,,,,,,,141595,,,,,,,,,,
,,18646.416651747,,,,,,,0.15,,,12617728.0,,,,,1761526774.118205,,,,,,,,,,,,,,,,,,,,,,,,,141681,,,,,,,,,,
,"{'values': [1, 0, 0, 0, 0, 2, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 1, 1, 1, 2, 1, 0, 0, 0, 0, 2, 4, 1, 2, 2, 2, 1, 3, 2, 3, 2, 2, 3, 0, 1, 2, 1, 1, 3, 2, 2, 2, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1], 'packedBins': {'min': -0.31916821002960205, 'size': 0.010033204220235348, 'count': 64}, '_type': 'histogram'}",18741.493610064,,,,,"{'_type': 'histogram', 'values': [1, 1, 0, 1, 1, 4, 1, 5, 4, 5, 5, 7, 25, 11, 21, 31, 27, 45, 54, 71, 63, 89, 104, 112, 127, 134, 138, 158, 180, 168, 178, 199, 189, 180, 206, 185, 165, 175, 139, 123, 123, 106, 101, 82, 66, 58, 55, 36, 23, 27, 25, 12, 18, 10, 5, 2, 5, 3, 2, 1, 1, 2, 0, 1], 'packedBins': {'count': 64, 'min': -0.9245471954345703, 'size': 0.028628061525523663}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.08862440288066864, 'size': 0.005067519145086408}}",,,,12681216.0,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 4, 6, 8, 4, 4, 8, 7, 7, 9, 8, 12, 14, 14, 22, 23, 28, 34, 32, 26, 31, 29, 28, 21, 22, 22, 11, 14, 13, 9, 4, 9, 2, 5, 3, 2, 3, 4, 1, 1, 2, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.8450599312782288, 'size': 0.023607666604220867, 'count': 64}}",1761526867.3972886,,,,"{'values': [1, 1, 2, 2, 0, 5, 5, 3, 5, 14, 19, 10, 31, 17, 35, 28, 55, 47, 61, 55, 80, 97, 114, 114, 144, 124, 148, 130, 162, 157, 157, 177, 162, 152, 165, 173, 165, 151, 144, 122, 124, 118, 107, 88, 70, 58, 54, 43, 33, 43, 31, 20, 18, 15, 12, 7, 7, 4, 2, 4, 1, 1, 1, 1], 'packedBins': {'count': 64, 'min': -0.69231116771698, 'size': 0.021655870601534843}, '_type': 'histogram'}","{'values': [1, 2, 0, 0, 1, 0, 0, 0, 1, 1, 2, 0, 0, 3, 1, 1, 5, 8, 7, 23, 23, 36, 50, 87, 88, 146, 184, 230, 227, 200, 137, 124, 81, 49, 32, 24, 22, 16, 8, 6, 5, 3, 2, 5, 3, 4, 1, 0, 2, 1, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -1.3370436429977417, 'size': 0.04769989661872387, 'count': 64}, '_type': 'histogram'}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.024968165904283524, 'count': 64, 'min': -2.831653594970703}}",,,,,,0.0,,,,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 2, 1, 0, 1, 2, 0, 1, 4, 3, 2, 5, 2, 4, 1, 1, 0, 2, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 2, 2, 1, 0, 1, 0, 2, 3, 2, 4, 0, 1, 0, 1, 0, 3, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.7523316144943237, 'size': 0.019455929286777973}}",,"{'packedBins': {'min': -0.24921973049640656, 'size': 0.005697209504432976, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 2, 2, 1, 1, 2, 1, 1, 2, 5, 3, 2, 3, 1, 4, 0, 2, 1, 1, 1, 2, 2, 2, 0, 3, 1, 1, 1, 0, 1, 0, 3, 0, 1, 0, 3]}",,,,,,"{'_type': 'histogram', 'values': [1], 'bins': [0.2495180368423462, 0.2495180368423462]}",142378,,,,"{'packedBins': {'min': -0.866049587726593, 'size': 0.025584653951227665, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 2, 1, 0, 0, 1, 0, 2, 2, 2, 1, 1, 1, 1, 1, 1, 4, 2, 2, 2, 0, 0, 0, 0, 2, 1, 0, 1, 2, 3, 0, 1, 1, 2, 3, 0, 3, 0, 0, 2, 1, 0, 2, 0, 1, 0, 2, 0, 1, 2, 3, 0, 0, 1, 0, 0, 1, 1, 1]}","{'values': [3, 0, 1, 0, 2, 1, 0, 0, 2, 0, 0, 1, 3, 0, 1, 1, 1, 4, 1, 0, 0, 1, 3, 1, 1, 2, 1, 3, 1, 0, 4, 2, 3, 3, 0, 1, 1, 0, 1, 2, 0, 1, 0, 1, 2, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1], 'packedBins': {'min': -0.23569507896900177, 'size': 0.009097228525206447, 'count': 64}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 1, 1, 1, 0, 3, 1, 2, 3, 2, 2, 4, 6, 14, 10, 7, 11, 18, 18, 29, 33, 22, 28, 38, 44, 56, 57, 61, 70, 88, 72, 76, 92, 73, 75, 77, 77, 89, 74, 66, 53, 60, 46, 61, 42, 30, 30, 27, 18, 23, 15, 10, 10, 4, 9, 1, 0, 3, 3, 3, 1, 3, 0, 2], 'packedBins': {'min': -0.8262777924537659, 'size': 0.024692729115486145, 'count': 64}}",,,
,,18811.54642306,,,,,,,,,,12728320.0,,,,,1761526936.5122435,,,,,,,,,,0.13193475,,,,,,,,,,,,,,,142928,,,,,,,,,,
,,18876.596804768,,,,,,,,,,12773376.0,,,,,1761527002.5223923,,,,,,,,,,,,,,,,,,,,,,,,,143415,,,,,,,,,,3.6819289
,,18901.616831978,,,,,,,,,0.4219157,12789760.0,,,,,1761527026.7946486,,,,,,,,,,,,,,,,,,,,,,,,,143612,,,,,,,,,,
,,18921.631098975,,,,,,,,,,12802048.0,,,,,1761527044.9895926,,,,,,,,,,,0.002476085,,,,,,,,,,,,,,143757,,,,,,,,,,
,,18926.635520379,,,,,,,,,,12808192.0,,,,,1761527054.0801668,,,,,,,,,,,,,,,,,,,,,,,,,143814,,0.01,,,,,,,,
,,19171.832235799,,,,,,,,,,12972032.0,,,,,1761527295.2256372,,,,,,,,,,,,,,,,,,,,5.9825425,,,,,145661,,,,,,,,,,
,,19301.935297523,,,,,,,,,,13062144.0,,,,,1761527428.0314953,,,,,,,,,,,,,,,,,,,,6.0565295,,,,,146673,,,,,,,,,,
,,19437.041747955,677.0,,,,,,,,,13152256.0,,,,,1761527560.5133972,,,,,,,,,,,,,,,,,,,,,,,,,147681,,,,,,,,,,
,,19532.11683481,,,,,,,,,,13217792.0,,,,,1761527657.3329592,,2.06496e-05,,,,,,,,,,,,,,,,,,,,,,,148411,,,,,,,,,,
,,19657.221898147,,,,,,,,,,13303808.0,,,,,1761527783.8578627,,,,,,,,,,,,,-0.06286197,,,,,,,,,,,,149373,,,,,,,,,,
,,19687.245060156,,,,,,,,,,13324288.0,,,,,1761527813.9920557,,,,,,,,,,,,,,,,,,,,,,,,,149608,,,,,,,,0.020816,,
,,19807.339651956,,,,,,,,,,13406208.0,,,,,1761527934.9869974,,,,,,,,,,,,,,,,,,,,,,,,,150530,,0.01,,,,,,,,
,,19867.386490827,677.0,,,,,,,,,13445120.0,,,,,1761527992.4226136,,,,,,,,,,,,,,,,,,,,,,,,,150970,,,,,,,,,,
,,19987.480504807,,,,,,,0.15,,,13527040.0,,,,,1761528112.9821754,,,,,,,,,,,,,,,,,,,,,,,,,151893,,,,,,,,,,
,,20052.528788849,,,,,,,,,,13570048.0,,,,,1761528176.5821786,,,,,,,,,,,,,,,,,,,,,,,,,152379,,,,,,0.0003,,,,
,,20052.528838304,,,,,,,,,,13570048.0,,,,,1761528176.583601,,,,,,,,,,0.121991426,,,,,,,,,,,,,,,152381,,,,,,,,,,
0.8926814,,20052.529326946,,,,,,,,,,13572096.0,,,,,1761528179.5993555,,,,,,,,,,,,,,,,,,,,,,,,,152401,,,,,,,,,,
,,20077.549561774,,,,,,,,,,13588480.0,,,,,1761528203.870542,,,,,,,,,,,,,,,,,,,,,,,0.7636604,,152578,,,,,,,,,,
,,20132.593569721,,,,,,,,,,13625344.0,,,,,1761528258.12299,,,,,,,,,,,,,,,,,,,,,,,,,152989,,,,,,,,0.0212864,,
,,20137.596604112,,,,,,,,,,13629440.0,,,,,1761528264.1781917,,,,,,,,268147.88,,,,,,,,,,,,,,,,,153033,,,,,,,,,,
,,20167.618990516,,,,,,,,,0.43009442,13649920.0,,,,,1761528294.318172,,,,,,,,,,,,,,,,,,,,,,,,,153272,,,,,,,,,,
,,20262.689610114,,,-0.013993537,,,,,,,13713408.0,,,,,1761528387.7674837,,,,,,,,,,,,,,,,,,,,,,,,,153990,,,,,,,,,,
,,20287.709066391,,,,,,,,,,13729792.0,,,,,1761528412.0182498,,2.14496e-05,,,,,,,,,,,,,,,,,,,,,,,154161,,,,,,,,,,
,,20472.844930387,,,,,,,,,0.4263916,13854720.0,,,,,1761528596.3104708,,,,,,,,,,,,,,,,,,,,,,,,,155572,,,,,,,,,,
,,20477.850349898,,,,,,,,,,13858816.0,,,,,1761528602.3613966,,,,,,,,,,,0.0032077346,,,,,,,,,,,,,,155625,,,,,,,,,,
,,20607.954717235,,,,,,,,,,13946880.0,,,,,1761528732.1299717,,,,,,,,,,,,,,,,,,,,,,,,,156611,,,,,,0.0003,,,,
,,20647.985759255,,,,,,,,,,13975552.0,,,,,1761528774.4688494,,,,,,,,,,0.12085718,,,,,,,,,,,,,,,156935,,,,,,,,,,
,,20728.044165012,,,,,,,,,,14028800.0,,,,,1761528852.9188585,,,,,,,,189171.52,,,,,,,,,,,,,,,,,157518,,,,,,,,,,
,,20803.108108365,,,,,,,,,,14080000.0,,,,,1761528928.6230705,,,,,,,,,,,,,,,,,,,,,,,,,158095,,,,,,,,0.0219968,,
,,20933.207718384,,,,,,,,,,14168064.0,,,,,1761529058.3804526,,,,,,,,41810.234,,,,,,,,,,,,,,,,,159082,,,,,,,,,,
,,21148.387872891,,,,111808.0,,,,,,14313472.0,,,,,1761529272.7906015,,,,,,,,,,,,,,,,,,,,,,,,,160721,,,,,,,,,,
,,21398.592891788,,,,,,,,,,14483456.0,,,,,1761529523.1039286,,,,,,,,,,,,,,,,,,,,,,,,,162637,,,,,,0.0003,,,,
,,21408.599479678,,,,,,,,,,14489600.0,,,,,1761529532.0775113,,,,,,,,,,,,,,,,,,,,6.9572816,,,,,162704,,,,,,,,,,
,,21558.724252531,,,,,,,0.15,,,14592000.0,,,,,1761529682.2393508,,,,,,,,,,,,,,,,,,,,,,,,,163853,,,,,,,,,,
,,21563.727963458,,,,,,,,,,14596096.0,,,,,1761529688.2782538,,,,,,,,,,,,,,,,,,,,7.0686398,,,,,163900,,,,,,,,,,
,,21623.77291196,,,-0.023288434,,,,,,,14639104.0,,,,,1761529751.46494,,,,,,,,,,,,,,,,,,,,,,,,,164386,,,,,,,,,,
,,21828.925005632,,,-0.011589411,,,,,,,14778368.0,,,,,1761529956.672264,,,,,,,,,,,,,,,,,,,,,,,,,165950,,,,,,,,,,
,,21934.009792758,,,,,,,,,,14848000.0,,,,,1761530058.9879813,,,,,,,,,,,,,,,,,,,,,,,,,166722,,0.01,,,,,,,,
,,22314.332494226,,,,,,,,,,15108096.0,,,,,1761530442.1808734,,,,,,,,,,,,,-0.01660462,,,,,,,,,,,,169636,,,,,,,,,,
,,22324.341552311,,,,,,,,,,15114240.0,-0.23168573,,,,1761530451.3446572,,,,,,,,,,,,,,,,,,,,,,,,,169706,,,,,,,,,,
,,22499.497627828,,,,,,,,,,15233024.0,,,,,1761530626.05492,,,,,,,,,,,0.006792189,,,,,,,,,,,,,,171058,,,,,,,,,,
,,22529.522567959,677.0,,,,,,,,,15253504.0,,,,,1761530656.2553766,,,,,,,,,,,,,,,,,,,,,,,,,171279,,,,,,,,,,
,,22534.524885364,,,,,,,,,,15255552.0,,,,,1761530659.2371528,,,,,,,,,,,,,,,,,,,,,,,,,171299,,0.01,,,,,,,,
,,22544.532594236,,,,,,,,,,15263744.0,,,,,1761530671.1151183,,,,,,,,,,,,,,,,,,,,,,,,,171395,0.09214259,,,,,,,,,
,,22764.710916896,,,,,,,,,,15415296.0,,,,,1761530892.9528515,,,,,,,,,,,,,,,,,,,,,,,,,173097,0.05646632,,,,,,,,,
,,23220.0746411,,,,,,,,,0.39782715,15724544.0,,,,,1761531347.7521477,,,,,,,,,,,,,,,,,,,,,,,,,176571,,,,,,,,,,
,,23245.094372718,,,,,,,,,,15740928.0,,,,,1761531371.8809717,,,,,,,,,,,,,,0.246692,,,,,,,,,,,176749,,,,,,,,,,
,,23255.102681741,,,,,,,,,,15747072.0,,,,,1761531380.9621675,,,,,,,,,,,,,,,,,,,,,,,,,176828,,,,,,0.0003,,,,
,,23710.486985283,,,,,,,,,,16058368.0,,,,,1761531838.523,,,,,,,,,,,,,,,,,,,,,,,,,180319,0.0672303,,,,,,,,,
,,23740.512461723,677.0,,,,,,,,,16078848.0,,,,,1761531868.5248694,,,,,,,,,,,,,,,,,,,,,,,,,180548,,,,,,,,,,
,,23815.576732894,,,,,,,,,,16128000.0,,,,,1761531940.3478904,,2.51968e-05,,,,,,,,,,,,,,,,,,,,,,,181094,,,,,,,,,,
,,23825.584498577,,,,,,,,,,16136192.0,,,,,1761531952.367515,,,,,,,,,,,,,,,,,,,,,,,,,181187,,,,,,,,0.0252096,,
0.68994135,,23930.678248096,,,,,,,,,,16205824.0,,,,,1761532054.2697036,,,,,,,,,,,,,,,,,,,,,,,,,181979,,,,,,,,,,
,,24165.868669936,,,,,,,,,,16367616.0,,,,,1761532292.0426404,,,,,,,,,,,,,,,,,,,,,1000.0,,,,183783,,,,,,,,,,
-11.383943,,24190.891061929,,,,,,,,,,16386048.0,,,,,1761532319.1145484,,,,,,,,,,,,,,,,,,,,,,,,,184003,,,,,,,,,,
,,24295.974149647,,,,,,,,,,16455680.0,,,,,1761532421.3450658,,,,,,,,,,,,,,,,,,,,,,,,,184769,,,,,,,,,,0.18102872
,,24446.105125718,,,,,,,,,,16558080.0,,,,,1761532572.2656188,,,,,,,,,,,,,,,,,,,,,,,0.82614654,,185928,,,,,,,,,,
,,24481.131256555,,,,,,,,,,16580608.0,,,,,1761532605.5313993,,,,,,,,,,,,,,,,,,,,,,,0.83039945,,186181,,,,,,,,,,
,,24571.206554774,,,,,,,,,0.47102866,16644096.0,,,,,1761532699.1313534,,,,,,,,,,,,,,,,,,,,,,,,,186898,,,,,,,,,,
,,24576.209495777,,,,,,,,,,16646144.0,,,,,1761532702.1072445,,,,,,,,,,,,,,0.2069869,,,,,,,,,,,186915,,,,,,,,,,
,,24626.251869089,,,,130304.0,,,,,,16680960.0,,,,,1761532753.521319,,,,,,,,,,,,,,,,,,,,,,,,,187309,,,,,,,,,,
,,24791.386533005,,,,,,,,,,16791552.0,,,,,1761532916.063529,,,,,,,,,,,,0.0,,,,,,,,,,,,,188539,,,,,,,,,,
,,24921.494719891,,,,,,,,,,16881664.0,,,,,1761533048.5771449,,,,,,,,,,0.09011133,,,,,,,,,,,,,,,189572,,,,,,,,,,
,,25006.56618628,,,-0.016076986,,,,,,,16939008.0,,,,,1761533133.1704845,,,,,,,,,,,,,,,,,,,,,,,,,190215,,,,,,,,,,
,,25066.60711289,,,,,,,,,,16977920.0,,,,,1761533190.2052865,,,,,,,,,,,,,-0.0040200655,,,,,,,,,,,,190635,,,,,,,,,,
,,25161.68677316,,,,,,,,,,17045504.0,,,,,1761533289.590328,,,,,,,,,,0.08795603,,,,,,,,,,,,,,,191412,,,,,,,,,,
