global_step,parameters/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,time/fps,train/explained_variance,_runtime,robot/height,curriculum/current_phase,parameters/value_net.weight,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,parameters/mlp_extractor.value_net.2.bias,train/clip_range,robot/velocity_ms,rollout/ep_rew_mean,gradients/action_net.weight,gradients/mlp_extractor.policy_net.2.weight,gradients/action_net.bias,gradients/mlp_extractor.value_net.0.bias,train/value_loss,parameters/action_net.bias,parameters/mlp_extractor.value_net.0.bias,train/approx_kl,train/loss,gradients/mlp_extractor.policy_net.0.weight,train/std,parameters/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,robot/total_distance,_step,gradients/log_std,parameters/mlp_extractor.policy_net.2.weight,train/policy_gradient_loss,parameters/mlp_extractor.value_net.2.weight,_timestamp,gradients/value_net.bias,gradients/value_net.weight,gradients/mlp_extractor.value_net.2.bias,robot/x_position,parameters/log_std,train/learning_rate,parameters/mlp_extractor.policy_net.0.bias,gradients/mlp_extractor.value_net.0.weight,parameters/action_net.weight,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,parameters/value_net.bias
10823680.0,,,,,14992.935785291,,,,,,,,,,,,,,,,,,,,,,,,,95115,,,,,1761523119.3934848,,,,,,0.0003,,,,,,
10827776.0,,,,,14997.939603298,,0.0,,,,,,,,,,,,,,,,,,,,,,,95138,,,,,1761523125.0390313,,,,,,,,,,,,
10842112.0,,,,,15017.956699723,0.064212956,,,,,,,,,,,,,,,,,,,,,,,,95265,,,,,1761523144.7582695,,,,,,,,,,,,
10934272.0,,,,,15148.056017722,,,,,,,,,,,,,,,,,,,,,,,,,96089,,,-0.019624451,,1761523272.6362119,,,,,,,,,,,,
10954752.0,,,,,15173.076233855,,,,,,,,,,,,,,,,,,,,,,,,,96267,,,,,1761523300.7658534,,,,,,0.0003,,,,,,
11057152.0,,,,,15318.191708163,,,,,,,,,,,,,,,,,,,,,,,,,97167,,,,,1761523442.6753516,,,,,,0.0003,,,,,,
11128832.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 2, 1, 3, 1, 2, 1, 0, 1, 4, 1, 1, 0, 5, 2, 9, 3, 6, 3, 4, 3, 4, 5, 3, 5, 12, 3, 2, 5, 4, 3, 6, 3, 4, 3, 2, 0, 2, 0, 1, 2, 0, 1, 1, 0, 0, 1, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.16216394305229187, 'size': 0.005194940138608217}}",,,,15418.268545445,,0.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 2, 1, 3, 4, 5, 5, 7, 10, 5, 3, 7, 7, 10, 11, 7, 8, 11, 6, 3, 0, 3, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.4827878773212433, 'size': 0.011326359817758203, 'count': 64}}",,,,"{'_type': 'histogram', 'values': [1, 0, 1, 1, 3, 2, 3, 3, 1, 4, 1, 1, 2, 5, 6, 2, 2, 1, 5, 2, 0, 2, 1, 2, 4, 2, 2, 1, 2, 1, 3, 1, 1, 0, 4, 3, 0, 0, 1, 2, 1, 2, 2, 4, 2, 3, 0, 2, 2, 7, 5, 3, 4, 3, 3, 0, 1, 2, 2, 1, 0, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.24595485627651215, 'size': 0.008555062348023057}}",,,,,,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.04510364308953285, 'size': 0.0024215200101025403, 'count': 64}}","{'packedBins': {'min': -0.5145684480667114, 'size': 0.012989296577870846, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 2, 0, 1, 1, 1, 0, 1, 2, 0, 1, 1, 1, 1, 1, 2, 1, 0, 0, 3, 4, 3, 0, 2, 3, 0, 0, 4, 1, 2, 3, 3, 0, 3, 2, 1, 0, 1, 1, 0, 1, 2, 1, 0, 0, 1, 1]}",,,,,"{'_type': 'histogram', 'values': [2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 4, 6, 4, 4, 6, 7, 14, 25, 27, 30, 39, 45, 57, 95, 114, 141, 180, 216, 168, 133, 118, 92, 84, 79, 33, 27, 29, 12, 15, 11, 7, 4, 4, 1, 0, 2, 4, 5, 1, 2, 1, 0, 0, 1, 1, 1, 0, 1, 1], 'packedBins': {'count': 64, 'min': -1.0317238569259644, 'size': 0.03167426586151123}}",,,97784,,"{'values': [2, 0, 0, 0, 0, 0, 1, 1, 1, 3, 5, 5, 5, 12, 13, 21, 38, 27, 41, 63, 50, 75, 103, 119, 120, 145, 181, 193, 244, 269, 272, 352, 354, 360, 370, 365, 443, 386, 406, 399, 362, 362, 327, 280, 249, 216, 181, 161, 138, 122, 82, 77, 49, 39, 38, 26, 18, 7, 5, 4, 2, 1, 1, 1], 'packedBins': {'min': -0.7600420117378235, 'size': 0.020802299492061138, 'count': 64}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 3, 1, 2, 0, 2, 2, 3, 5, 14, 1, 15, 18, 36, 29, 48, 78, 105, 111, 142, 177, 242, 283, 346, 419, 424, 462, 469, 525, 556, 492, 521, 481, 415, 351, 326, 261, 230, 184, 117, 84, 73, 43, 29, 21, 18, 9, 8, 3, 1, 3, 1], 'packedBins': {'count': 64, 'min': -0.9145851731300354, 'size': 0.021910004317760468}}",1761523541.8766997,,,,,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 2], 'packedBins': {'min': -2.851804733276367, 'size': 0.01986509934067726, 'count': 64}, '_type': 'histogram'}",,"{'values': [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 0, 3, 1, 3, 3, 3, 2, 3, 3, 1, 1, 2, 2, 4, 3, 0, 0, 0, 0, 2, 0, 1, 1, 0, 0, 0, 1, 2, 0, 1, 2], 'packedBins': {'size': 0.00617489661090076, 'count': 64, 'min': -0.20630928874015808}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [2, 0, 0, 0, 1, 0, 0, 0, 2, 2, 0, 3, 6, 5, 6, 10, 9, 8, 14, 12, 23, 21, 20, 28, 30, 45, 36, 32, 39, 53, 46, 40, 52, 42, 57, 41, 39, 41, 30, 29, 31, 19, 30, 26, 19, 13, 12, 10, 9, 5, 4, 2, 4, 3, 2, 3, 2, 0, 1, 0, 2, 0, 1, 2], 'packedBins': {'min': -0.3314230442047119, 'size': 0.01036759838461876, 'count': 64}}","{'_type': 'histogram', 'values': [1, 2, 1, 2, 2, 1, 5, 4, 7, 3, 7, 19, 22, 16, 23, 34, 19, 28, 32, 37, 35, 52, 56, 58, 74, 58, 58, 66, 83, 79, 84, 74, 87, 64, 59, 67, 63, 69, 43, 48, 50, 49, 28, 27, 26, 23, 19, 20, 13, 14, 7, 10, 10, 3, 4, 3, 1, 1, 2, 1, 2, 0, 0, 1], 'packedBins': {'count': 64, 'min': -0.6965081691741943, 'size': 0.0226734708994627}}",,"{'_type': 'histogram', 'values': [1], 'bins': [0.18177452683448792, 0.18177452683448792]}"
11134976.0,,,,,15423.274085879,,,,,,,,,,,,,,,,,,,,,,,,,97853,,,-0.020805262,,1761523550.2358189,,,,,,,,,,,,
11141120.0,,,,,15433.282651262,0.06421289,,,,,,,,,,,,,,,,,,,,,,,,97893,,,,,1761523558.713264,,,,,,,,,,,,
11147264.0,,,,-0.5098618,15443.290583203,,,,,,,,,,,,,,,,,,,,,,,,,97958,,,,,1761523567.1885056,,,,,,,,,,,,
11245568.0,,,,,15578.390080393,,,,,,,,,,,,,,,,,,,,,,,,,98825,,,-0.023708815,,1761523702.7322114,,,,,,,,,,,,
11272192.0,,,,,15613.418621147,,,,,,,,,,,,,,,,,,,,,,,,,99057,,,,,1761523739.563558,,,,,,0.0003,,,,,,
11313152.0,,,,0.9151099,15668.461053665,,,,,,,,,,,,,,,,,,,,,,,,,99416,,,,,1761523796.0423367,,,,,,,,,,,,
11411456.0,,,,,15803.565554285,,,,,,,,,,,,,,,,,,,,,,,,,100281,,,,,1761523931.8137062,,,,,,0.0003,,,,,,
11446272.0,,,,,15853.602474811,,,,,,1000.0,,,,,,,,,,,,,,,,,,,100579,,,,,1761523979.9673872,,,,,,,,,,,,
11448320.0,,,,,15858.605073585,,,,,,,,,,,,,,,,,,,,,,,,0.37159288,100594,,,,,1761523982.79851,,,,,,,,,,,,
11466752.0,,,,,15883.626632294,,,,,,,,,,,,,,,,,,,-0.025436418,,,,,,100768,,,,,1761524008.4355695,,,,,,,,,,,,
11474944.0,,,,,15893.634037411,0.06424917,,,,,,,,,,,,,,,,,,,,,,,,100827,,,,,1761524019.805136,,,,,,,,,,,,
11499520.0,,,,0.9050199,15928.662927142,,,,,,,,,,,,,,,,,,,,,,,,,101054,,,,,1761524053.9962146,,,,,,,,,,,,
11603968.0,,,,,16073.77899267,,,,,,,,,,,,,,,,,,0.07875839,,,,,,,101968,,,,,1761524198.3534322,,,,,,,,,,,,
11616256.0,,,,,16088.793428382,,,,,,,,,,,,,,,,,,,,,,,,2.2378843,102070,,,,,1761524215.2369673,,,,,,,,,,,,
11661312.0,,,,,16153.841058556,,,,,,,,,,,,,,,,,,,,,,,,,102477,,,,,1761524277.370617,,,,,,0.0003,,,,,,
11661312.0,,,,,16153.841156929,,,,,,,,,,,,,,,0.00054707786,,,,,,,,,,102481,,,,,1761524277.3735409,,,,,,,,,,,,
11771904.0,,,,,16303.96927662,,,,,,,,,,39176.9,,,,,,,,,,,,,,,103442,,,,,1761524430.3317742,,,,,,,,,,,,
11829248.0,,,,,16384.033183955,,,,,,,,0.2,,,,,,,,,,,,,,,,,103950,,,,,1761524509.5729265,,,,,,,,,,,,
11859968.0,,,,,16424.065061456,,,,,0.28261718,,,,,,,,,,,,,,,,,,,,104219,,,,,1761524552.1661344,,,,,,,,,,,,
11864064.0,,,,,16434.070866501,,,,,,,,,,,,,,,,,,,,,,,,,104250,,,,,1761524557.8212516,,,,0.051641002,,,,,,,,
11884544.0,,,,,16459.092569948,,,,,,,,,-0.056093495,,,,,,,,,,,,,,,,104429,,,,,1761524586.3120987,,,,,,,,,,,,
11919360.0,,,,,16509.132581618,,,,,,,,,0.03813919,,,,,,,,,,,,,,,,104735,,,,,1761524634.7956278,,,,,,,,,,,,
12034048.0,,,,,16669.252156928,0.064479806,,,,,,,,,,,,,,,,,,,,,,,,105741,,,,,1761524793.3974018,,,,,,,,,,,,
12122112.0,,,,,16789.347815436,,,,,,,,0.2,,,,,,,,,,,,,,,,,106524,,,,,1761524915.077445,,,,,,,,,,,,
12150784.0,,,,0.9943813,16829.379641323,,,,,,,,,,,,,,,,,,,,,,,,,106778,,,,,1761524954.4734144,,,,,,,,,,,,
12161024.0,,,,,16844.38971492,,,,,0.27651367,,,,,,,,,,,,,,,,,,,,106865,,,,,1761524968.573212,,,,,,,,,,,,
12226560.0,,,,,16934.459377387,,,,,,,,,-0.03106512,,,,,,,,,,,,,,,,107435,,,,,1761525059.3716447,,,,,,,,,,,,
12285952.0,,,,,17014.521873392,,,,,,,,,,,,,,,0.000814827,,,,,,,,,,107971,,,,,1761525141.7273178,,,,,,,,,,,,
12320768.0,,,,,17064.560965069,,,,,,,,,,,,,,,,,,,,,,,,0.38300252,108262,,,,,1761525189.8737607,,,,,,,,,,,,
12611584.0,,,,,17464.872251593,,,,,,,,,,,,,,,0.0005440312,,,,,,,,,,110833,,,,,1761525592.2680671,,,,,,,,,,,,
12650496.0,,,,,17519.916357681,,,,,,,,,,,,,,,0.010103296,,,,,,,,,,111175,,,,,1761525646.3326552,,,,,,,,,,,,
12679168.0,,,,,17559.94487443,,,,6.9756465,,,,,,,,,,,,,,,,,,,,,111421,,,,,1761525685.9526281,,,,,,,,,,,,
12806144.0,,,,,17735.074870222,,,,,,,,,,,,,,,,,,,,,,,,,112541,,,-0.023721436,,1761525861.2489276,,,,,,,,,,,,
12906496.0,,,,,17875.181973229,,,,,,,,,0.63568133,,,,,,,,,,,,,,,,113411,,,,,1761526000.2266667,,,,,,,,,,,,
12914688.0,,,,,17885.188713487,,,,,,,,,,,,,,,,,,,,,,,,,113495,,,-0.02039771,,1761526011.6016572,,,,,,,,,,,,
12941312.0,,,,,17920.227955623,,,,,,1000.0,,,,,,,,,,,,,,,,,,,113719,,,,,1761526048.5273614,,,,,,,,,,,,
13010944.0,,,,,18020.304859003,,,,,,,,,,,,,,,,,,,,,,,,,114330,,,,,1761526144.9136624,,,,-0.061167344,,,,,,,,
13039616.0,,,723.0,,18060.336565427,,,,,,,,,,,,,,,,,,,,,,,,,114585,,,,,1761526184.6300223,,,,,,,,,,,,
13123584.0,,,,,18175.426452702,,,,,,,,,,,,,,,,,,,,,0.101828605,,,,115332,,,,,1761526300.924322,,,,,,,,,,,,
13228032.0,,,,,18320.541058062,,,,,0.31069335,,,,,,,,,,,,,,,,,,,,116243,,,,,1761526444.8322742,,,,,,,,,,,,
13287424.0,,,,,18400.601052536,,,,,,,,,-0.0064398814,,,,,,,,,,,,,,,,116759,,,,,1761526526.9901342,,,,,,,,,,,,
13291520.0,,,,,18405.608808484,,,,,,,,,,,,,,,7.280367e-05,,,,,,,,,,116809,,,,,1761526532.7009199,,,,,,,,,,,,
13420544.0,,,,,18585.750784227,,,,,,,,,,,,,,,,,,,,,,,,,117939,,,,,1761526710.973856,,,,,,0.0003,,,,,,
13490176.0,,,,,18680.828688996,,,,,,,,,,,,,,,0.00015843142,,,,,,,,,,118555,,,,,1761526807.6914916,,,,,,,,,,,,
13731840.0,,,,,19016.084100236,,,,,,,,0.2,,,,,,,,,,,,,,,,,120672,,,,,1761527141.7877316,,,,,,,,,,,,
13778944.0,,,,,19081.135155234,,,,,,,,,,,,,,,,,,,-0.04439782,,,,,,121090,,,,,1761527206.8626564,,,,,,,,,,,,
13854720.0,,,,,19186.213676434,,,,8.200547,,,,,,,,,,,,,,,,,,,,,121753,,,,,1761527311.037492,,,,,,,,,,,,
13862912.0,,,,,19196.221419205,,,,,,,,,,,,,,,,,,,,,,,,,121829,,,-0.022336386,,1761527322.3127825,,,,,,,,,,,,
14080000.0,,,,,19496.450541227,,,,,,,,,,-9.48913,,,,,,,,,,,,,,,123728,,,,,1761527622.7711601,,,,,,,,,,,,
14098432.0,,,,,19521.468998898,,,,,,,,,,,,,,,,,,,,,,,,,123897,,,,,1761527648.3673291,,,,,,0.0003,,,,,,
14235648.0,,,,,19711.697248018,,,,,,,,0.2,,,,,,,,,,,,,,,,,125100,,,,,1761527838.1123333,,,,,,,,,,,,
14237696.0,,,723.0,,19716.623477089,,,,,,,,,,,,,,,,,,,,,,,,,125115,,,,,1761527840.9695797,,,,,,,,,,,,
14243840.0,,,,,19721.627213439,0.12833159,,,,,,,,,,,,,,,,,,,,,,,,125163,,,,,1761527849.445575,,,,,,,,,,,,
14245888.0,,,,,19726.630393673,,,,,,,,,,,,,,,0.010169138,,,,,,,,,,125197,,,,,1761527852.271899,,,,,,,,,,,,
14540800.0,,,,,20131.942682868,,,,,,,,,,,,,,,,,,,,,,,,,127785,,,,,1761528259.858348,,,,,,0.0003,,,,,,
14653440.0,,,,,20287.064352241,,,,,,,,,,5915.61,,,,,,,,,,,,,,,128768,,,,,1761528414.5810645,,,,,,,,,,,,
14663680.0,,,,,20302.074635386,,0.0,,,,,,,,,,,,,,,,,,,,,,,128852,,,,,1761528428.647878,,,,,,,,,,,,
14747648.0,,,,,20417.15929213,,,,,,,,,,,,,,,,,,,,,,,,0.21309091,129592,,,,,1761528544.3072112,,,,,,,,,,,,
14792704.0,,,,,20482.209909734,,,,,,,,,0.12903759,,,,,,,,,,,,,,,,129989,,,,,1761528606.3933625,,,,,,,,,,,,
14874624.0,,,,,20592.298935906,,,,,,,,,,,,,,,,,,,,,,,,,130721,,,-0.011850301,,1761528719.989343,,,,,,,,,,,,
14993408.0,,,,,20757.432643151,,,,,,1000.0,,,,,,,,,,,,,,,,,,,131755,,,,,1761528884.2165883,,,,,,,,,,,,
15034368.0,,,,,20812.478303439,,0.0,,,,,,,,,,,,,,,,,,,,,,,132110,,,,,1761528940.7348766,,,,,,,,,,,,
15128576.0,,,,,20942.575122033,,,,9.650238,,,,,,,,,,,,,,,,,,,,,132949,,,,,1761529070.7585254,,,,,,,,,,,,
15269888.0,,,,,21142.732487245,0.06420562,,,,,,,,,,,,,,,,,,,,,,,,134181,,,,,1761529266.6500504,,,,,,,,,,,,
15431680.0,,,,,21362.907526221,,,,,,,,,,,,,,,,,,,,,,,,,135606,,,,,1761529489.2981136,,,,-0.40615308,,,,,,,,
15450112.0,,,,,21387.927756721,,0.0,,,,,,,,,,,,,,,,,,,,,,,135764,,,,,1761529514.7135289,,,,,,,,,,,,
15454208.0,,,,,21392.931320574,,,,,,,,,-0.04810388,,,,,,,,,,,,,,,,135803,,,,,1761529520.4059856,,,,,,,,,,,,
15493120.0,,,,,21447.970188005,,,,,0.43496093,,,,,,,,,,,,,,,,,,,,136151,,,,,1761529574.4063268,,,,,,,,,,,,
15544320.0,,,,,21518.024336051,,,,,,1000.0,,,,,,,,,,,,,,,,,,,136597,,,,,1761529645.1874378,,,,,,,,,,,,
15630336.0,,,,,21638.124293314,,0.0,,,,,,,,,,,,,,,,,,,,,,,137348,,,,,1761529764.4961984,,,,,,,,,,,,
15661056.0,,,,,21683.156835924,,,,,,,,,,,,,,,9.3391485e-05,,,,,,,,,,137635,,,,,1761529806.803085,,,,,,,,,,,,
15781888.0,,,,,21848.289042853,,,,,,,,,,,,,,,,,,,,,,,,1.0706806,138682,,,,,1761529974.5191998,,,,,,,,,,,,
15822848.0,,,,,21903.331371477,,,,,,1000.0,,,,,,,,,,,,,,,,,,,139045,,,,,1761530031.4905355,,,,,,,,,,,,
15863808.0,,,,,21963.373947203,,,,,,,,,-0.019468727,,,,,,,,,,,,,,,,139403,,,,,1761530088.1184697,,,,,,,,,,,,
15908864.0,,,,,22023.418877626,,,,,,,,,,,,,,,,,,,,,,,,0.5468706,139798,,,,,1761530150.4783456,,,,,,,,,,,,
16060416.0,,,,,22233.587201963,,,,,,1000.0,,,,,,,,,,,,,,,,,,,141133,,,,,1761530360.5825543,,,,,,,,,,,,
16111616.0,,,,,22303.637818248,,,,,,,,,,,,,,,0.015371624,,,,,,,,,,141595,,,,,1761530431.3613994,,,,,,,,,,,,
16121856.0,,,,,22318.651265065,,,,,,,,,,,,,,,,,,,,,,,,,141681,,,,,1761530445.8340964,,,,,,0.0003,,,,,,
16201728.0,,,,,22428.737324036,,,,,,,,,,,,,,,,,,0.12928978,,,,,,,142378,,,,,1761530556.331801,,,,,,,,,,,,
16265216.0,,,,,22518.813147447,,0.0,,,,,,,,,,,,,,,,,,,,,,,142928,,,,,1761530644.3741882,,,,,,,,,,,,
16320512.0,,,,,22593.874263361,0.06429205,,,,,,,,,,,,,,,,,,,,,,,,143415,,,,,1761530720.4213767,,,,,,,,,,,,
16336896.0,,,,,22618.891788657,,,,,,,,,,,,,,,,,,,,,,,,7.5140567,143560,,,,,1761530743.0253136,,,,,,,,,,,,
16343040.0,,,,,22623.896836248,,0.0,,,,,,,,,,,,,,,,,,,,,,,143612,,,,,1761530751.5361884,,,,,,,,,,,,
16359424.0,,,,,22648.918950134,0.06420937,,,,,,,,,,,,,,,,,,,,,,,,143757,,,,,1761530774.0051897,,,,,,,,,,,,
16365568.0,,,,,22658.925582347,,,,,,,,,,,,,,,,,,,,,,,,,143814,,,,,1761530782.4986625,,,,4.788391,,,,,,,,
16574464.0,,,,,22944.155827287,,,,,,,,,,,,,,,,,,,,,,,,,145661,,,-0.0057145897,,1761531071.1975968,,,,,,,,,,,,
16623616.0,,,,,23014.209709002,,,,,,1000.0,,,,,,,,,,,,,,,,,,,146083,,,,,1761531139.1636975,,,,,,,,,,,,
16691200.0,,,,,23109.284187845,0.06421987,,,,,,,,,,,,,,,,,,,,,,,,146673,,,,,1761531232.7086911,,,,,,,,,,,,
16805888.0,,,,,23264.409338906,0.132144,,,,,,,,,,,,,,,,,,,,,,,,147681,,,,,1761531391.4289641,,,,,,,,,,,,
16887808.0,,,,,23379.499516381,,,,11.265688,,,,,,,,,,,,,,,,,,,,,148411,,,,,1761531505.2615688,,,,,,,,,,,,
16998400.0,,,,,23534.648905633,0.1420606,,,,,,,,,,,,,,,,,,,,,,,,149373,,,,,1761531659.1431062,,,,,,,,,,,,
17025024.0,,,,,23569.675737874,,,,,,,,,,,,,,,,,,,,,,,,0.08334198,149608,,,,,1761531696.0252943,,,,,,,,,,,,
17027072.0,,,,0.82431304,23574.68194383,,,,,,,,,,,,,,,,,,,,,,,,,149636,,,,,1761531698.879299,,,,,,,,,,,,
17129472.0,,,,,23714.792148564,,,,,,,,,,169443.14,,,,,,,,,,,,,,,150530,,,,,1761531839.6463044,,,,,,,,,,,,
17178624.0,,,,,23779.843979015,,,,,,,,,,,,,,,,,,,-0.039215524,,,,,,150970,,,,,1761531907.7347813,,,,,,,,,,,,
17285120.0,,,,,23929.961802112,0.06422623,,,,,,,,,,,,,,,,,,,,,,,,151893,,,,,1761532055.0098968,,,,,,,,,,,,
17299456.0,,,,,23949.977037061,0.06423269,,,,,,,,,,,,,,,,,,,,,,,,152019,,,,,1761532075.1510365,,,,,,,,,,,,
17340416.0,,,,,24005.019325651,0.15246972,,,,,,,,,,,,,,,,,,,,,,,,152379,,,,,1761532131.8854518,,,,,,,,,,,,
17340416.0,,,,,24005.019371269,,,,,,,,,0.05075649,,,,,,,,,,,,,,,,152381,,,,,1761532131.8854873,,,,,,,,,,,,
17342464.0,,,,,24010.022565623,,,,,,1000.0,,,,,,,,,,,,,,,,,,,152401,,,,,1761532134.6723466,,,,,,,,,,,,
17350656.0,,,,,24020.031661162,,,,,,,,,,,,,,,,,,,-0.015227269,,,,,,152482,,,,,1761532146.1299071,,,,,,,,,,,,
17362944.0,,,,,24035.043647156,,,,,,,,,,,,,,,,,,,,,,,,8.656539,152578,,,,,1761532163.2557242,,,,,,,,,,,,
17408000.0,,,,,24100.096072902,,,,,,,,,,,,,,,0.0009871051,,,,,,,,,,152989,,,,,1761532225.955242,,,,,,,,,,,,
17414144.0,,,723.0,,24110.103658055,,,,,,,,,,,,,,,,,,,,,,,,,153033,,,,,1761532234.494231,,,,,,,,,,,,
17440768.0,,,,0.9579005,24145.133483949,,,,,,,,,,,,,,,,,,,,,,,,,153272,,,,,1761532271.5513165,,,,,,,,,,,,
17522688.0,,,,,24260.223003299,,,,,,,,0.2,,,,,,,,,,,,,,,,,153990,,,,,1761532384.7311208,,,,,,,,,,,,
17543168.0,,,,,24285.240360792,0.13692415,,,,,,,,,,,,,,,,,,,,,,,,154161,,,,,1761532413.240931,,,,,,,,,,,,
17702912.0,,,,,24510.417122369,,,,,,,,,,,,,,,,,,0.07063055,,,,,,,155572,,,,,1761532635.153898,,,,,,,,,,,,
17709056.0,,,722.0,,24515.423094993,,,,,,,,,,,,,,,,,,,,,,,,,155625,,,,,1761532643.6681008,,,,,,,,,,,,
17762304.0,,,,,24590.481075231,,,,,,1000.0,,,,,,,,,,,,,,,,,,,156091,,,,,1761532717.636619,,,,,,,,,,,,
17809408.0,,,,,24655.530968013,,,,,,,,,,,,,,,,,,,,,,,,3.7261684,156502,,,,,1761532782.9420693,,,,,,,,,,,,
17821696.0,,,,,24675.545517593,,,,,,,,,-1.3526246e-05,,,,,,,,,,,,,,,,156611,,,,,1761532800.0109408,,,,,,,,,,,,
17858560.0,,,,,24725.585349374,,,,,,,,,0.5731604,,,,,,,,,,,,,,,,156935,,,,,1761532851.0898035,,,,,,,,,,,,
17924096.0,,,,,24815.658300522,,,,,,,,0.2,,,,,,,,,,,,,,,,,157518,,,,,1761532942.0868115,,,,,,,,,,,,
17989632.0,,,,,24905.733479252,,,,11.550718,,,,,,,,,,,,,,,,,,,,,158095,,,,,1761533032.870852,,,,,,,,,,,,
18102272.0,,,,,25060.857529665,,,,,,,,,,,,,,,,,,0.18207411,,,,,,,159082,,,,,1761533188.9030006,,,,,,,,,,,,
18229248.0,,,,,25240.994857612,,,,,,,,,,,,,,,,,,,,,,,,,160194,,,,,1761533364.8417416,,,,0.3065461,,,,,,,,
18288640.0,,,,,25321.057997467,,,,,0.47626954,,,,,,,,,,,,,,,,,,,,160721,,,,,1761533447.0725617,,,,,,,,,,,,
18505728.0,,,,,25626.308604474,,,,,,,,,,,,,,,0.005168989,,,,,,,,,,162637,,,,,1761533750.0531545,,,,,,,,,,,,
18513920.0,,,,0.9629315,25636.316270582,,,,,,,,,,,,,,,,,,,,,,,,,162704,,,,,1761533761.484979,,,,,,,,,,,,
18644992.0,,,,,25816.464320634,,,,,0.39541015,,,,,,,,,,,,,,,,,,,,163853,,,,,1761533943.257814,,,,,,,,,,,,
18651136.0,,,,,25826.471262289,,,,,,,,,,,,,,,,,,,,,,,,0.85201144,163900,,,,,1761533951.8570058,,,,,,,,,,,,
18706432.0,,,,,25901.532613447,,,,,,,,,,,,,,,,,,,,,,,,0.12618886,164386,,,,,1761534028.5641165,,,,,,,,,,,,
18884608.0,,,,,26151.727315456,,0.0,,,,,,,,,,,,,,,,,,,,,,,165950,,,,,1761534275.4784703,,,,,,,,,,,,
18970624.0,,,,,26266.943496077,,,,,,,,,,,,,,,,,,,,,0.05712744,,,,166722,,,,,1761534394.4991689,,,,,,,,,,,,
19302400.0,,,,,26727.175384923,,,,,,,,,,,,,,,,,,,-0.038428187,,,,,,169636,,,,,1761534854.615543,,,,,,,,,,,,
19310592.0,,,,0.9693495,26742.184683755,,,,,,,,,,,,,,,,,,,,,,,,,169706,,,,,1761534865.9799755,,,,,,,,,,,,
19363840.0,,,,,26812.239314284,,,,,,,,,,,,,,,,,,,,,0.0578069,,,,170178,,,,,1761534940.0487862,,,,,,,,,,,,
19464192.0,,,,,26952.348692206,,,,,,,,,,,,,,,,,,,-0.03928624,,,,,,171058,,,,,1761535079.3403914,,,,,,,,,,,,
19490816.0,,,,,26992.37864392,0.14274316,,,,,,,,,,,,,,,,,,,,,,,,171279,,,,,1761535116.2055964,,,,,,,,,,,,
19492864.0,,,,,26992.379361932,,,,,,,,,0.4671981,,,,,,,,,,,,,,,,171299,,,,,1761535119.0343935,,,,,,,,,,,,
19492864.0,,,,,26992.379753754,,,,,,,,,,,,,,,,,,,,,,,,,171311,,,0.00096750224,,1761535119.0386748,,,,,,,,,,,,
19503104.0,,,,,27007.389961548,,,,,0.4559082,,,,,,,,,,,,,,,,,,,,171395,,,,,1761535133.1561146,,,,,,,,,,,,
