global_step,parameters/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,time/fps,train/explained_variance,_runtime,robot/height,curriculum/current_phase,parameters/value_net.weight,train/entropy_loss,train/clip_fraction,rollout/ep_len_mean,parameters/mlp_extractor.value_net.2.bias,train/clip_range,robot/velocity_ms,rollout/ep_rew_mean,gradients/action_net.weight,gradients/mlp_extractor.policy_net.2.weight,gradients/action_net.bias,gradients/mlp_extractor.value_net.0.bias,train/value_loss,parameters/action_net.bias,parameters/mlp_extractor.value_net.0.bias,train/approx_kl,train/loss,gradients/mlp_extractor.policy_net.0.weight,train/std,parameters/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,robot/total_distance,_step,gradients/log_std,parameters/mlp_extractor.policy_net.2.weight,train/policy_gradient_loss,parameters/mlp_extractor.value_net.2.weight,_timestamp,gradients/value_net.bias,gradients/value_net.weight,gradients/mlp_extractor.value_net.2.bias,robot/x_position,parameters/log_std,train/learning_rate,parameters/mlp_extractor.policy_net.0.bias,gradients/mlp_extractor.value_net.0.weight,parameters/action_net.weight,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,parameters/value_net.bias
4687872.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 2, 0, 1, 0, 1, 2, 1, 1, 1, 1, 1, 0, 1, 2, 1, 4, 0, 2, 2, 1, 3, 2, 2, 7, 3, 6, 8, 6, 4, 1, 4, 4, 2, 3, 6, 3, 4, 3, 4, 2, 3, 0, 1, 0, 2, 2, 2, 3, 1, 1, 3, 3, 0, 2, 0, 0, 2, 1], 'packedBins': {'size': 0.0036291664000600576, 'count': 64, 'min': -0.09863722324371338}}",,,,6506.16534061,,0.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 2, 2, 2, 6, 2, 2, 6, 6, 5, 7, 2, 4, 4, 2, 3, 2, 5, 5, 2, 5, 13, 6, 5, 5, 6, 3, 2, 1, 3, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.3381364941596985, 'size': 0.009162036469206214, 'count': 64}}",,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 3, 0, 0, 4, 2, 4, 3, 4, 3, 4, 6, 2, 5, 4, 2, 4, 1, 3, 2, 2, 2, 0, 0, 0, 1, 0, 0, 1, 0, 2, 1, 1, 3, 0, 1, 2, 2, 1, 1, 2, 5, 3, 3, 2, 4, 6, 9, 3, 6, 1, 1, 4, 1, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.20462703704833984, 'size': 0.00709658139385283, 'count': 64}}",,,,,,,,,"{'packedBins': {'min': -0.04663081467151642, 'size': 0.0018772416515275836, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'packedBins': {'count': 64, 'min': -0.3574025630950928, 'size': 0.009708734229207039}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 2, 0, 1, 1, 3, 2, 0, 1, 1, 0, 0, 0, 2, 2, 2, 4, 3, 1, 1, 2, 0, 2, 1, 3, 3, 2, 2, 2, 4, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1]}",,,,,"{'values': [1, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 1, 4, 2, 1, 5, 7, 5, 16, 16, 21, 30, 34, 32, 51, 46, 66, 83, 125, 127, 145, 153, 143, 123, 106, 96, 71, 81, 55, 54, 37, 30, 21, 14, 10, 5, 7, 1, 10, 6, 3, 2, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1], 'packedBins': {'min': -0.869644820690155, 'size': 0.027558627538383007, 'count': 64}, '_type': 'histogram'}",,,41174,,"{'packedBins': {'min': -0.650154173374176, 'size': 0.018701675347983837, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 1, 0, 0, 2, 3, 2, 4, 6, 5, 12, 13, 29, 32, 32, 54, 55, 72, 109, 114, 141, 149, 155, 210, 222, 228, 273, 301, 347, 352, 366, 373, 411, 369, 390, 374, 377, 338, 309, 297, 264, 254, 197, 164, 152, 127, 120, 92, 77, 55, 37, 32, 33, 20, 16, 10, 5, 3, 2, 3, 0, 1]}",,"{'packedBins': {'count': 64, 'min': -0.6686263084411621, 'size': 0.01822220580652356}, '_type': 'histogram', 'values': [1, 1, 0, 0, 0, 0, 0, 0, 4, 1, 0, 6, 0, 9, 8, 18, 11, 19, 31, 33, 53, 60, 75, 82, 110, 131, 164, 201, 261, 288, 344, 329, 391, 384, 409, 434, 447, 488, 425, 396, 439, 334, 331, 267, 250, 210, 174, 146, 113, 82, 63, 47, 31, 26, 22, 15, 6, 9, 4, 5, 2, 0, 0, 2]}",1761514629.762262,,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1], 'packedBins': {'min': -1.181572675704956, 'size': 0.006780772469937801, 'count': 64}}",,"{'values': [1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 4, 3, 2, 0, 1, 4, 2, 3, 2, 1, 2, 1, 3, 2, 1, 4, 3, 1, 2, 1, 1, 1, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1], 'packedBins': {'size': 0.005030777771025896, 'count': 64, 'min': -0.12520186603069305}, '_type': 'histogram'}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 2, 0, 1, 1, 2, 1, 0, 1, 4, 7, 6, 10, 7, 5, 13, 13, 16, 12, 22, 17, 26, 26, 25, 37, 32, 29, 31, 44, 48, 43, 45, 46, 56, 43, 42, 37, 25, 29, 26, 26, 20, 25, 15, 21, 19, 17, 9, 9, 5, 7, 7, 1, 3, 0, 1, 1, 1, 1, 1, 4], 'packedBins': {'count': 64, 'min': -0.2772922217845917, 'size': 0.00813495134934783}}","{'packedBins': {'count': 64, 'min': -0.6647637486457825, 'size': 0.02149377204477787}, '_type': 'histogram', 'values': [1, 1, 1, 1, 4, 3, 2, 3, 4, 11, 9, 15, 12, 17, 24, 30, 24, 30, 31, 48, 46, 37, 46, 47, 67, 57, 81, 73, 79, 71, 90, 66, 71, 73, 70, 73, 56, 62, 58, 49, 44, 32, 32, 20, 29, 29, 26, 16, 22, 9, 13, 10, 6, 7, 2, 1, 5, 3, 2, 1, 1, 1, 0, 2]}",,"{'_type': 'histogram', 'values': [1], 'bins': [0.154462531208992, 0.154462531208992]}"
4718592.0,,,,,6546.198763224,,,,,,,,,,,,,,,,,,,,,,,,,41448,,,,,1761514672.2430217,,,,4.712116,,,,,,,,
4820992.0,,,,,6686.307265694,,,,,,,,,,,,,,,,,,0.025906453,,,,,,,42352,,,,,1761514813.8975923,,,,,,,,,,,,
4870144.0,,,723.0,,6756.362518033,,,,,,,,,,,,,,,,,,,,,,,,,42783,,,,,1761514881.5141633,,,,,,,,,,,,
4917248.0,,,,,6821.415469518,,,,,,,,,,,,,,,,,,,,,,,,,43194,,,,,1761514946.566803,,,,1.3215027,,,,,,,,
4952064.0,,,,,6866.453562093,,,,,,,,,,,,,,,,,,,,,,,,,43500,,,,,1761514994.5687778,,,,0.030084014,,,,,,,,
5197824.0,,,,,7206.729454652,,,,,,,,,,,,,,,,,,,,,,,,,45669,,,,,1761515333.837456,,,,,,0.0003,,,,,,
5255168.0,,,,,7286.793224024,0.15705773,,,,,,,,,,,,,,,,,,,,,,,,46161,,,,,1761515413.1497498,,,,,,,,,,,,
5341184.0,,,,,7406.892716026,,,,,,,,,,,,,,,,,,,,,,,,,46929,,,,,1761515532.2006938,,,,,,0.0003,,,,,,
5402624.0,,,,,7491.958599529,,,,,,,,,,,,,,,,,,,-0.0336702,,,,,,47470,,,,,1761515617.1267805,,,,,,,,,,,,
5443584.0,,,,,7546.997758724,,,,,,,,,,,,,,,,,,,,,,,,,47820,,,,,1761515674.0823998,,,,0.30603844,,,,,,,,
5527552.0,,,,,7662.08765874,,0.0,,,,,,,,,,,,,,,,,,,,,,,48554,,,,,1761515790.42248,,,,,,,,,,,,
5533696.0,,,,,7672.0971096,,,,,,,,,,,,,,,,,,0.03180878,,,,,,,48616,,,,,1761515798.9502938,,,,,,,,,,,,
5572608.0,,,,,7727.13665656,,0.0,,,,,,,,,,,,,,,,,,,,,,,48950,,,,,1761515852.8629813,,,,,,,,,,,,
5640192.0,,,,,7822.213233367,,,,,,,,,,,,,,,,,,0.025209187,,,,,,,49552,,,,,1761515946.4829004,,,,,,,,,,,,
5691392.0,,,,,7892.266992675,,,,,,,,,,,,,,,,,,,-0.028859764,,,,,,50008,,,,,1761516017.404815,,,,,,,,,,,,
5791744.0,,,,0.984385,8032.381951287,,,,,,,,,,,,,,,,,,,,,,,,,50888,,,,,1761516155.8867643,,,,,,,,,,,,
5890048.0,,,,,8167.490722841,0.17130336,,,,,,,,,,,,,,,,,,,,,,,,51741,,,,,1761516291.9329255,,,,,,,,,,,,
6023168.0,,,,,8352.676068253,,,,,,1000.0,,,,,,,,,,,,,,,,,,,52915,,,,,1761516477.8193154,,,,,,,,,,,,
6062080.0,,,,,8407.718037494,,,,,,,,,,,,,,,,,,,-0.01675218,,,,,,53266,,,,,1761516531.797632,,,,,,,,,,,,
6164480.0,,,,,8547.826964079,0.16534778,,,,,,,,,,,,,,,,,,,,,,,,54153,,,,,1761516673.3161936,,,,,,,,,,,,
6328320.0,,,,,8773.005322308,,,,,,,,,,,,,,,,,,,,,0.30266255,,,,55608,,,,,1761516900.2729676,,,,,,,,,,,,
6363136.0,,,723.0,,8823.043371958,,,,,,,,,,,,,,,,,,,,,,,,,55905,,,,,1761516948.36373,,,,,,,,,,,,
6402048.0,,,,,8878.082905715,,,,,,,,,,,,,,,,,,,,,,,,,56244,,,,,1761517002.0645916,,,,-0.3950337,,,,,,,,
6531072.0,,,,0.9797336,9053.221415532,,,,,,,,,,,,,,,,,,,,,,,,,57386,,,,,1761517180.682157,,,,,,,,,,,,
6612992.0,,,,,9168.309866164,,,,,,,,,,,,,,,,,,,,,,,,,58098,,,,,1761517293.8554804,,,,9.165929,,,,,,,,
6633472.0,,,,,9198.334021728,0.1270373,,,,,,,,,,,,,,,,,,,,,,,,58275,,,,,1761517322.2272303,,,,,,,,,,,,
6799360.0,,,,,9428.510713719,,,,,,,,,,,,,,,,,,,,,,,,3.5402856,59734,,,,,1761517552.2705896,,,,,,,,,,,,
6799360.0,,,,,9428.510817329,,,,,,,,,,312072.2,,,,,,,,,,,,,,,59738,,,,,1761517552.2706397,,,,,,,,,,,,
6860800.0,,,,,9513.573613355,,,,,0.28125,,,,,,,,,,,,,,,,,,,,60281,,,,,1761517637.5324223,,,,,,,,,,,,
6936576.0,,,,,9618.660944644,,,,,,,,,-0.0007569987,,,,,,,,,,,,,,,,60941,,,,,1761517742.673248,,,,,,,,,,,,
6981632.0,,,,,9678.708485886,,,,,,,,,0.09203815,,,,,,,,,,,,,,,,61337,,,,,1761517805.5128818,,,,,,,,,,,,
7018496.0,,,,,9728.746615645,,0.0,,,,,,,,,,,,,,,,,,,,,,,61658,,,,,1761517857.0037856,,,,,,,,,,,,
7032832.0,,,,,9748.76236307,,,,,,,,,,,,,,,,,,,,,0.2766297,,,,61800,,,,,1761517877.054207,,,,,,,,,,,,
7049216.0,,,,,9773.780693367,,,,-0.8129338,,,,,,,,,,,,,,,,,,,,,61939,,,,,1761517899.8366647,,,,,,,,,,,,
7122944.0,,,,0.86582816,9873.853852475,,,,,,,,,,,,,,,,,,,,,,,,,62588,,,,,1761518001.348921,,,,,,,,,,,,
7129088.0,,,,,9883.861815601,,,,,,,,,,,,,,,,,,,-0.024355799,,,,,,62644,,,,,1761518009.8242853,,,,,,,,,,,,
7153664.0,,,,,9918.888366384,,,,,,,,,,,,,,,,,,,,,0.2744951,,,,62862,,,,,1761518043.6529562,,,,,,,,,,,,
7225344.0,,,,,10018.96133236,,,,,,,,,,,,,,,,,,,,,0.2736143,,,,63492,,,,,1761518142.830139,,,,,,,,,,,,
7280640.0,,,,,10094.020379277,,,,,,,,,,,,,,,,,,0.028113406,,,,,,,63970,,,,,1761518219.6678472,,,,,,,,,,,,
7315456.0,,,,,10144.056102755,,,,,,,,,,,,,,,,,,,,,,,,,64272,,,,,1761518267.9793432,,,,3.9834602,,,,,,,,
7325696.0,,,,,10154.064285902,,,,,,,,,-0.010351717,,,,,,,,,,,,,,,,64361,,,,,1761518282.2437613,,,,,,,,,,,,
7413760.0,,,,0.9209,10279.157327173,,,,,,,,,,,,,,,,,,,,,,,,,65144,,,,,1761518404.3527489,,,,,,,,,,,,
7434240.0,,,,,10309.182284704,,,,,,,,,,,,,,,0.0019418179,,,,,,,,,,65329,,,,,1761518432.7101755,,,,,,,,,,,,
7505920.0,,,722.0,,10404.256697357,,,,,,,,,,,,,,,,,,,,,,,,,65949,,,,,1761518532.2527106,,,,,,,,,,,,
7553024.0,,,,,10469.307816202,,,,,,,,,,,,,,,,,,0.043516807,,,,,,,66364,,,,,1761518597.1922271,,,,,,,,,,,,
7622656.0,,,,,10569.391682763,,,,-0.27943942,,,,,,,,,,,,,,,,,,,,,66979,,,,,1761518693.2294998,,,,,,,,,,,,
7813120.0,,,,,10829.598183352,,0.0,,,,,,,,,,,,,,,,,,,,,,,68642,,,,,1761518956.7174876,,,,,,,,,,,,
7880704.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 2, 0, 2, 1, 2, 1, 0, 1, 3, 1, 3, 1, 3, 4, 3, 2, 1, 5, 5, 7, 4, 3, 1, 6, 4, 4, 9, 5, 6, 2, 5, 5, 1, 5, 2, 2, 3, 2, 2, 2, 0, 1, 1, 0, 3], 'packedBins': {'count': 64, 'min': -0.18024598062038422, 'size': 0.004977288190275431}}",,,,10924.674847164,,0.0,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 2, 3, 4, 5, 3, 4, 9, 5, 5, 7, 2, 5, 6, 6, 3, 9, 8, 8, 6, 10, 0, 2, 4, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.4359109401702881, 'size': 0.010680625215172768, 'count': 64}}",,,,"{'_type': 'histogram', 'values': [3, 0, 0, 3, 1, 3, 3, 4, 0, 6, 4, 4, 4, 1, 3, 3, 1, 4, 2, 1, 2, 3, 2, 4, 0, 0, 1, 0, 1, 1, 2, 0, 3, 3, 0, 0, 0, 4, 1, 0, 0, 2, 3, 3, 4, 0, 3, 2, 3, 4, 7, 5, 4, 2, 2, 2, 3, 0, 1, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.2167045921087265, 'size': 0.007892089197412133, 'count': 64}}",,,,,,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.049538664519786835, 'size': 0.002365469350479543, 'count': 64}}","{'packedBins': {'min': -0.4698101282119751, 'size': 0.012110927142202854, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 0, 2, 0, 2, 0, 1, 0, 2, 2, 2, 0, 2, 0, 0, 1, 0, 0, 2, 2, 4, 2, 3, 1, 0, 2, 2, 4, 2, 2, 2, 2, 2, 0, 0, 2, 2, 0, 2, 0, 2, 0, 1, 0, 1]}",,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 3, 1, 5, 2, 6, 8, 12, 11, 19, 26, 35, 41, 41, 62, 76, 113, 140, 143, 181, 175, 141, 128, 102, 94, 61, 61, 36, 32, 28, 19, 6, 6, 4, 8, 4, 2, 1, 5, 3, 3, 2, 1, 0, 0, 1, 1, 1, 0, 0, 2], 'packedBins': {'count': 64, 'min': -1.0061167478561401, 'size': 0.03056280966848135}}",,,69236,,"{'packedBins': {'min': -0.75374835729599, 'size': 0.020878656767308712, 'count': 64}, '_type': 'histogram', 'values': [1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 2, 4, 10, 8, 15, 17, 27, 28, 32, 59, 67, 76, 108, 110, 158, 158, 157, 239, 238, 239, 298, 343, 371, 372, 412, 426, 439, 417, 376, 396, 351, 364, 322, 267, 232, 218, 149, 157, 120, 114, 75, 55, 49, 40, 21, 27, 13, 3, 2, 4, 2, 1, 0, 1]}",,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2, 2, 2, 2, 2, 3, 6, 6, 13, 12, 19, 29, 35, 32, 75, 91, 108, 110, 159, 211, 269, 282, 370, 394, 418, 457, 440, 503, 517, 488, 494, 461, 401, 341, 320, 259, 214, 175, 142, 91, 73, 53, 28, 30, 14, 20, 4, 4, 3, 3, 0, 2], 'packedBins': {'min': -0.8446776270866394, 'size': 0.020896105095744133, 'count': 64}}",1761519050.2650542,,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2], 'packedBins': {'min': -2.0963857173919678, 'size': 0.014246916398406029, 'count': 64}}",,"{'values': [1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2, 0, 2, 1, 4, 2, 2, 1, 0, 0, 3, 2, 2, 2, 2, 0, 3, 1, 0, 1, 2, 5, 3, 3, 1, 2, 1, 0, 1, 2, 0, 2, 1, 0, 0, 0, 0, 3, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1], 'packedBins': {'min': -0.14423371851444244, 'size': 0.005289304303005338, 'count': 64}, '_type': 'histogram'}",,"{'values': [1, 0, 0, 2, 0, 0, 0, 1, 0, 0, 1, 1, 1, 2, 5, 4, 7, 5, 4, 11, 10, 20, 17, 24, 30, 27, 28, 41, 36, 34, 48, 43, 44, 52, 56, 64, 52, 35, 34, 45, 32, 28, 28, 29, 24, 22, 19, 14, 10, 5, 4, 5, 3, 2, 3, 1, 1, 2, 0, 3, 0, 0, 2, 2], 'packedBins': {'min': -0.3484194874763489, 'size': 0.01033854577690363, 'count': 64}, '_type': 'histogram'}","{'packedBins': {'count': 64, 'min': -0.6807626485824585, 'size': 0.021790562197566032}, '_type': 'histogram', 'values': [3, 2, 0, 1, 1, 3, 3, 2, 8, 9, 7, 19, 13, 21, 23, 17, 27, 37, 29, 33, 40, 42, 60, 47, 62, 57, 54, 75, 64, 84, 86, 78, 78, 73, 54, 77, 55, 61, 52, 59, 55, 34, 34, 27, 26, 33, 24, 19, 16, 19, 9, 7, 9, 6, 2, 5, 4, 4, 3, 0, 1, 1, 0, 2]}",,"{'values': [1], 'bins': [0.1875848025083542, 0.1875848025083542], '_type': 'histogram'}"
7964672.0,,,,,11039.763824453,,,,0.22463904,,,,,,,,,,,,,,,,,,,,,69985,,,,,1761519165.9382389,,,,,,,,,,,,
8054784.0,,,,,11164.868278629,,,,,,,,,,,,,,,,,,,,,,,,7.48367,70768,,,,,1761519290.0184338,,,,,,,,,,,,
8089600.0,,,,,11209.903754384,,,,,,,,,-0.16801655,,,,,,,,,,,,,,,,71075,,,,,1761519338.14293,,,,,,,,,,,,
8108032.0,,,,,11239.930697715,,,,,,,,,0.09194917,,,,,,,,,,,,,,,,71237,,,,,1761519363.5670977,,,,,,,,,,,,
8267776.0,,,723.0,,11460.105431789,,,,,,,,,,,,,,,,,,,,,,,,,72645,,,,,1761519584.1799767,,,,,,,,,,,,
8294400.0,,,,,11495.129037293,,0.0,,,,,,,,,,,,,,,,,,,,,,,72872,,,,,1761519621.1092813,,,,,,,,,,,,
8323072.0,,,,,11535.159704787,,,,,,,,,,,,,,,,,,,-0.035411034,,,,,,73138,,,,,1761519660.759118,,,,,,,,,,,,
8458240.0,,,,,11720.307264194,,,,,,,,,,,,,,,,,,,,,,,,,74316,,,,,1761519848.1017623,,,,2.0235379,,,,,,,,
8570880.0,,,,,11880.435609591,,,,,,,,,0.5413852,,,,,,,,,,,,,,,,75305,,,,,1761520004.002899,,,,,,,,,,,,
8763392.0,,,,0.953193,12145.670700273,,,,,,,,,,,,,,,,,,,,,,,,,77006,,,,,1761520269.7604816,,,,,,,,,,,,
8828928.0,,,,0.97677004,12235.745149598,,,,,,,,,,,,,,,,,,,,,,,,,77582,,,,,1761520360.2999332,,,,,,,,,,,,
8914944.0,,,,,12355.83511207,,,,,,,,,,,,,,,,,,0.03872279,,,,,,,78334,,,,,1761520479.477502,,,,,,,,,,,,
8970240.0,,,,,12430.899401989,,,,,,,,,,,,,,,,,,,,,,,,2.1208196,78814,,,,,1761520555.6808975,,,,,,,,,,,,
8994816.0,,,,,12465.925008891,,,,,,,,,-0.031293217,,,,,,,,,,,,,,,,79031,,,,,1761520589.6431587,,,,,,,,,,,,
9076736.0,,,,,12576.010812572,,,,,,,,,,,,,,,,,,,,,0.20272559,,,,79764,,,,,1761520702.6980157,,,,,,,,,,,,
9105408.0,,,723.0,,12616.040138708,,,,,,,,,,,,,,,,,,,,,,,,,80007,,,,,1761520742.373557,,,,,,,,,,,,
9140224.0,,,,,12666.081503881,,,,,,1000.0,,,,,,,,,,,,,,,,,,,80311,,,,,1761520790.8767664,,,,,,,,,,,,
9175040.0,,,,0.9871486,12711.11683891,,,,,,,,,,,,,,,,,,,,,,,,,80624,,,,,1761520838.956475,,,,,,,,,,,,
9326592.0,,,,,12921.283515408,,,,,,,,,,,,,,,,,,0.0704276,,,,,,,81952,,,,,1761521048.9234645,,,,,,,,,,,,
9431040.0,,,,,13066.493988469,,,,,,,,,,,,,,,0.0030643342,,,,,,,,,,82879,,,,,1761521194.0584133,,,,,,,,,,,,
9496576.0,,,,,13156.482536316,,,,,,,,,,,,,,,,,,,,,0.18969075,,,,83454,,,,,1761521284.561267,,,,,,,,,,,,
9592832.0,,,,,13291.588424309,,,,,,,,,,30836.549,,,,,,,,,,,,,,,84290,,,,,1761521416.9999764,,,,,,,,,,,,
9621504.0,,,,,13331.619587809,,,,,,,,,,,,,,,,,,,,,,,,,84549,,,,,1761521456.6317508,,,,,,0.0003,,,,,,
9648128.0,,,723.0,,13366.645094573,,,,,,,,,,,,,,,,,,,,,,,,,84777,,,,,1761521493.3240476,,,,,,,,,,,,
9703424.0,,,,,13446.704469431,,0.0,,,,,,,,,,,,,,,,,,,,,,,85256,,,,,1761521570.0505419,,,,,,,,,,,,
9713664.0,,,723.0,,13456.71309797,,,,,,,,,,,,,,,,,,,,,,,,,85353,,,,,1761521584.1582437,,,,,,,,,,,,
9715712.0,,,,,13461.71727056,,,,,,,,,,,,,,,,,,,,,0.18498337,,,,85380,,,,,1761521586.9916756,,,,,,,,,,,,
9721856.0,,,,,13471.722833251,,,,,,,,,,253513.58,,,,,,,,,,,,,,,85424,,,,,1761521595.5247855,,,,,,,,,,,,
9877504.0,,,,,13681.886560121,,,,,,,,,,,,,,,,,,,,,,,,,86799,,,,,1761521810.0701034,,,,,,0.0003,,,,,,
9945088.0,,,,,13776.965928164,,,,,,,,,,,,,,,,,,0.06814781,,,,,,,87388,,,,,1761521903.7238693,,,,,,,,,,,,
9953280.0,,,,,13786.976821836,,,,,,1000.0,,,,,,,,,,,,,,,,,,,87457,,,,,1761521915.0388553,,,,,,,,,,,,
9965568.0,,,,,13806.990647524,,,,,,,,,,,,,,,,,,,-0.036117926,,,,,,87574,,,,,1761521931.9260678,,,,,,,,,,,,
9990144.0,,,,,13842.018157258,0.0642126,,,,,,,,,,,,,,,,,,,,,,,,87777,,,,,1761521965.7557511,,,,,,,,,,,,
10018816.0,,,,,13877.048724863,,,,,,,,,,,,,,,,,,0.048445377,,,,,,,88036,,,,,1761522005.2692873,,,,,,,,,,,,
10070016.0,,,,,13952.109692985,,,,,,,,,,,,,,,,,,,-0.036035318,,,,,,88492,,,,,1761522075.755729,,,,,,,,,,,,
10082304.0,,,,,13967.119882287,,,,,,,,,,,,,,,,,,,,,,,,,88601,,,-0.020549957,,1761522092.656435,,,,,,,,,,,,
10084352.0,,,,,13972.122964457,,,,,,,,,,,,,,,,,,,,,,,,,88608,,,,,1761522095.4835896,,,,-0.7908956,,,,,,,,
10121216.0,,,,,14022.162108321,,0.0,,,,,,,,,,,,,,,,,,,,,,,88928,,,,,1761522146.5802531,,,,,,,,,,,,
10160128.0,,,,,14072.206821434,,,,,,,,,,,,,,,,,,,,,,,,,89274,,,,,1761522200.5365114,,,,-0.108831614,,,,,,,,
10231808.0,,,,,14172.286653954,,,,,,,,0.2,,,,,,,,,,,,,,,,,89910,,,,,1761522299.8970737,,,,,,,,,,,,
10383360.0,,,,,14382.461676733,,,,,,,,,,,,,,,,,,,,,,,,,91245,,,,,1761522510.0669124,,,,,,0.0003,,,,,,
10448896.0,,,,,14472.528362515,,,,,0.25195312,,,,,,,,,,,,,,,,,,,,91817,,,,,1761522600.5122623,,,,,,,,,,,,
10477568.0,,,,,14512.55576732,0.06433783,,,,,,,,,,,,,,,,,,,,,,,,92061,,,,,1761522640.3531907,,,,,,,,,,,,
10477568.0,,,,,14512.555838107,,,,,,,,,,,,,,,,,,,,,,,,,92064,,,,,1761522640.353219,,,,-0.71054626,,,,,,,,
10504192.0,,,,,14552.58771648,,,,,,,,,,,,,,,,,,,-0.03272411,,,,,,92308,,,,,1761522677.260468,,,,,,,,,,,,
10543104.0,,,,,14607.631228421,,,,,,,,,,,,,,,,,,,-0.023120375,,,,,,92650,,,,,1761522731.1329012,,,,,,,,,,,,
10555392.0,,,,,14622.643574948,,,,,,,,,,140370.77,,,,,,,,,,,,,,,92750,,,,,1761522748.050809,,,,,,,,,,,,
10584064.0,,,723.0,,14662.674515172,,,,,,,,,,,,,,,,,,,,,,,,,93003,,,,,1761522787.6314406,,,,,,,,,,,,
10665984.0,,,,,14772.758785407,,,,,,,,0.2,,,,,,,,,,,,,,,,,93726,,,,,1761522900.9966903,,,,,,,,,,,,
10801152.0,,,,,14962.913084753,,,,,,,,,,,,,,,,,,,,,,,,,94908,,,,,1761523088.1937864,,,,0.023012193,,,,,,,,
