parameters/mlp_extractor.policy_net.2.bias,rollout/ep_rew_mean,gradients/mlp_extractor.value_net.0.bias,curriculum/current_phase,gradients/mlp_extractor.value_net.0.weight,train/value_loss,gradients/value_net.weight,_step,gradients/mlp_extractor.policy_net.0.bias,rollout/ep_len_mean,train/explained_variance,robot/velocity_ms,parameters/mlp_extractor.policy_net.0.bias,parameters/action_net.weight,gradients/mlp_extractor.policy_net.0.weight,train/entropy_loss,parameters/action_net.bias,parameters/value_net.weight,gradients/log_std,parameters/mlp_extractor.value_net.2.weight,train/clip_fraction,parameters/mlp_extractor.policy_net.0.weight,parameters/value_net.bias,parameters/mlp_extractor.policy_net.2.weight,train/std,gradients/mlp_extractor.policy_net.2.bias,gradients/mlp_extractor.value_net.2.weight,gradients/mlp_extractor.value_net.2.bias,train/clip_range,gradients/action_net.weight,time/fps,_runtime,_timestamp,robot/total_distance,train/policy_gradient_loss,gradients/mlp_extractor.policy_net.2.weight,parameters/mlp_extractor.value_net.0.weight,train/learning_rate,gradients/value_net.bias,global_step,parameters/mlp_extractor.value_net.0.bias,robot/x_position,train/approx_kl,parameters/mlp_extractor.value_net.2.bias,robot/height,parameters/log_std,gradients/action_net.bias
,,,,,,,78814,,,,,,,,-15.394127,,,,,,,,,,,,,,,,13689.124716207,1759275070.934845,,,,,,,9496576.0,,,,,,,
,,,,,,,79031,,,,,,,,,,,,,,,,,,,,,,,694.0,13724.149821205,1759275108.2227614,,,,,,,9523200.0,,,,,,,
,,,,,,,79764,,,,,,,,,,,,,0.0026855469,,,,,,,,,,,13849.232266251,1759275231.8384116,,,,,,,9611264.0,,,,,,,
,,,,,,,80007,,,,,,,,,,,,,,,,,,,,,,,,13889.258753561,1759275272.2116282,,-0.0047023045,,,,,9639936.0,,,,,,,
,,,,,,,80311,,,0.18223196,,,,,,,,,,,,,,,,,,,,,13939.289193283,1759275324.0975862,,,,,,,9676800.0,,,,,,,
,,,,,,,80624,,,,,,,,,,,,,,,,,,,,,,,,13994.324457895,1759275378.9996555,0.10987701,,,,,,9715712.0,,,,,,,
,,,,,,,81952,,,,,,,,,,,,,,,,,,,,,,,,14219.488377928,1759275603.2479284,,,,,,,9875456.0,,0.079618156,,,,,
,,,,,,,82879,,,,,,,,,,,,,,,,,,,,,,,,14374.597099393,1759275759.3697917,,,,,0.0001,,9986048.0,,,,,,,
,,,,,,,83454,,,,,,,,,,,,,,,,,,,,,0.15,,,14474.667222392,1759275857.2488916,,,,,,,10055680.0,,,,,,,
,,,,,,,84290,,,,,,,,,,,,,,,,,,,,,,,,14614.772806976,1759275998.611655,,,,,0.0001,,10156032.0,,,,,,,
,,,0.0,,,,84549,,,,,,,,,,,,,,,,,,,,,,,,14659.802169767,1759276044.623617,,,,,,,10188800.0,,,,,,,
,,,,,,,84777,,,,,,,,,,,,,,,,,,,,,,,696.0,14699.827878522,1759276082.2093887,,,,,,,10215424.0,,,,,,,
,,,,,,,85256,,,,,,,,,,,,,,,,,,,,,0.15,,,14779.881750929,1759276163.025231,,,,,,,10272768.0,,,,,,,
,,,,,,,85353,,1000.0,,,,,,,,,,,,,,,,,,,,,,14794.896160392,1759276180.1607404,,,,,,,10285056.0,,,,,,,
,,,,,,,85380,,,,,,,,,,,,,,,,,1.7937319,,,,,,,14799.901158211,1759276183.098713,,,,,,,10287104.0,,,,,,,
,,,,,,,85424,,,,,,,,,,,,,,,,,,,,,,,,14809.907973675,1759276191.8959434,,,,,,,10293248.0,,,0.002801678,,,,
,-10038.776,,,,,,86799,,,,,,,,,,,,,,,,,,,,,,,,15045.06290228,1759276425.689779,,,,,,,10459136.0,,,,,,,
,,,0.0,,,,87388,,,,,,,,,,,,,,,,,,,,,,,,15145.131006436,1759276526.8197818,,,,,,,10530816.0,,,,,,,
,,,,,,,87457,,,,,,,,,,,,,,,,,,,,,,,,15155.138742052,1759276538.3961713,,,,,,,10539008.0,,,,,0.16401687,,
,,,,,0.00030597806,,87574,,,,,,,,,,,,,,,,,,,,,,,,15175.150678841,1759276555.815583,,,,,,,10551296.0,,,,,,,
,,,,,,,87777,,,,,,,,,,,,,,,,,1.8341582,,,,,,,15205.175593388,1759276590.6674871,,,,,,,10575872.0,,,,,,,
,,,,,,,88036,,,,,,,,,,,,,,,,,,,,,,,,15255.208308652,1759276636.815616,0.18467265,,,,,,10608640.0,,,,,,,
,,,,,,,88417,,,,,,,,,,,,,0.0010172527,,,,,,,,,,,15315.246738404,1759276700.4784174,,,,,,,10653696.0,,,,,,,
,,,,,0.00021685958,,88492,,,,,,,,,,,,,,,,,,,,,,,,15330.254747199,1759276712.1178386,,,,,,,10661888.0,,,,,,,
,-8460.31,,,,,,88601,,,,,,,,,,,,,,,,,,,,,,,,15350.2663806,1759276732.5639768,,,,,,,10676224.0,,,,,,,
,,,,,,,88608,,,,,,,,,,,,,,,,,,,,,,,,15350.266580748,1759276732.5668585,,,,,0.0001,,10676224.0,,,,,,,
,,,,,,,88928,,,,,,,,,,,,,,,,,,,,,0.15,,,15405.300669684,1759276787.6698248,,,,,,,10715136.0,,,,,,,
,,,,,0.00016966007,,89138,,,,,,,,,,,,,,,,,,,,,,,,15440.324728248,1759276822.5050576,,,,,,,10739712.0,,,,,,,
,,,,,0.00019275055,,89274,,,,,,,,,,,,,,,,,,,,,,,,15460.337043393,1759276845.7490544,,,,,,,10756096.0,,,,,,,
,43476.543,,,,,,89910,,,,,,,,,,,,,,,,,,,,,,,,15570.419095369,1759276954.562639,,,,,,,10833920.0,,,,,,,
,,,,,,,91245,,,,,,,,,,,,,,,,,1.8878437,,,,,,,15795.697187719,1759277180.2287452,,,,,,,10993664.0,,,,,,,
,,,,,,,91817,,,,,,,,,,,,,0.01949056,,,,,,,,,,,15895.775415331,1759277277.5826924,,,,,,,11063296.0,,,,,,,
,,,,,,,92061,,,,,,,,,,,,,,,,,1.8943284,,,,,,,15935.804678228,1759277317.245507,,,,,,,11091968.0,,,,,,,
,,,,,,,92064,,,,,,,,,,,,,,,,,,,,,,,,15935.804750854,1759277320.0937629,,,,,,,11094016.0,,,,,0.15565154,,
,,,,,,,92308,,,,,,,,,,,,,,,,,,,,,,,697.0,15976.097232113,1759277360.4700563,,,,,,,11122688.0,,,,,,,
,,,,,,,92650,,,,,,,,,,,,,0.0022786458,,,,,,,,,,,16035.872486058,1759277418.556701,,,,,,,11163648.0,,,,,,,
,,,,,,,92750,,,,,,,,,,,,,,,,,,,,,,,697.0,16051.116631659,1759277435.9767494,,,,,,,11175936.0,,,,,,,
,,,,,,,93003,,1000.0,,,,,,,,,,,,,,,,,,,,,,16095.923239101,1759277479.284212,,,,,,,11206656.0,,,,,,,
,,,,,,,93726,,,,,,,,,,,,,,,,,,,,,,,,16216.12277248,1759277599.8906565,,-0.0038393163,,,,,11292672.0,,,,,,,
,67532.945,,,,,,94908,,,,,,,,,,,,,,,,,,,,,,,,16416.139917014,1759277799.6940985,,,,,,,11436032.0,,,,,,,
,,,,,,,95115,,,,,,,,,,,,,0.014526367,,,,,,,,,,,16451.165461875,1759277834.058132,,,,,,,11460608.0,,,,,,,
,,,,,,,95138,,,,,,,,,,,,,,,,,1.9560877,,,,,,,16456.166602457,1759277836.936571,,,,,,,11462656.0,,,,,,,
,54994.88,,,,,,95265,,,,,,,,,,,,,,,,,,,,,,,,16476.180340682,1759277859.8619797,,,,,,,11479040.0,,,,,,,
,,,,,,,96089,,,,,,,,,,,,,,,,,,,,,,,,16616.270883925,1759277997.8615549,,-0.0046825493,,,,,11577344.0,,,,,,,
,,,,,,,96267,,1000.0,,,,,,,,,,,,,,,,,,,,,,16646.29124961,1759278029.573956,,,,,,,11599872.0,,,,,,,
,,,,,,,97167,,,,,,,,,,,,,,,,,,,,,,,,16801.392761256,1759278182.587053,,,,,,,11708416.0,,1.8392283,,,,,
,,,,,,,97784,,,,,,,,,,,,,0.0056559243,,,,,,,,,,,16901.463170692,1759278286.1212916,,,,,,,11782144.0,,,,,,,
,,,,,,,97853,,,,,,,,,,,,,,,,,,,,,0.15,,,16916.471322661,1759278297.593043,,,,,,,11790336.0,,,,,,,
,,,,,0.02784684,,97893,,,,,,,,,,,,,,,,,,,,,,,,16921.474378161,1759278303.3189976,,,,,,,11794432.0,,,,,,,
,,,,,,,97958,,,,,,,,,,,,,,,,,,,,,,,,16931.481277694,1759278314.7879953,,,,,0.0001,,11802624.0,,,,,,,
,,,,,,,98825,,,,,,,,,,,,,,,,,,,,,,,,17076.582445221,1759278461.4186547,,,,,0.0001,,11907072.0,,,,,,,
,,,,,,,99057,,,,,,,,,,,,,,,,,,,,,,,698.0,17116.612701598,1759278501.737846,,,,,,,11935744.0,,,,,,,
,,,,,,,99416,,,,,,,,,,,,,0.0026041667,,,,,,,,,,,17181.656084395,1759278562.6358423,,,,,,,11978752.0,,,,,,,
,,,,,,,100000,,,,,,,,,,,,,,,,,2.0410316,,,,,,,17276.741392508,1759278661.1161866,,,,,,,12048384.0,,,,,,,
,,,,,,,100281,,,,,,,,,,,,,,,,,,,,,,,698.0,17326.816020385,1759278710.348684,,,,,,,12083200.0,,,,,,,
,,,,,0.008174914,,100579,,,,,,,,,,,,,,,,,,,,,,,,17376.851940964,1759278759.5732577,,,,,,,12118016.0,,,,,,,
,,,,,,,100594,,,,,,,,,,,,,,,,,,,,,,,,17376.852315198,1759278762.459236,,-0.0067394217,,,,,12120064.0,,,,,,,
,,,,,,,100768,,,,,,,,,,,,,,,,,,,,,,,,17411.874840749,1759278794.3371577,,,,,,,12142592.0,,,,,0.06426771,,
,,,,,,,100827,,,,,,,,,,,,,0.0010986328,,,,,,,,,,,17421.888137437,1759278803.1671808,,,,,,,12148736.0,,,,,,,
,,,,,,,101054,,,,,,,,,,,,,,,,,2.0730355,,,,,,,17456.939812979,1759278841.8829567,,,,,,,12175360.0,,,,,,,
,,,,,,,101340,,,0.9077158,,,,,,,,,,,,,,,,,,,,,17506.983605846,1759278891.9326553,,,,,,,12210176.0,,,,,,,
,,,,,,,101968,,,,,,,,-17.180191,,,,,,,,,,,,,,,,17617.053582942,1759278999.4836373,,,,,,,12285952.0,,,,,,,
,,,,,,,102070,,,,,,,,-17.175018,,,,,,,,,,,,,,,,17632.06632194,1759279016.8694866,,,,,,,12298240.0,,,,,,,
,,,,,,,102477,,,,,,,,,,,,,,,,,,,,,0.15,,,17702.112431862,1759279086.0999753,,,,,,,12347392.0,,,,,,,
,,,,,,,102481,,,,,,,,,,,,,,,,,,,,,,,,17702.112560489,1759279086.102949,,-0.0036447516,,,,,12347392.0,,,,,,,
,-12765.87,,,,,,103442,,,,,,,,,,,,,,,,,,,,,,,,17867.223478328,1759279250.99918,,,,,,,12464128.0,,,,,,,
,,,,,,,103950,,,,,,,,,,,,,,,,,,,,,,,,17952.281580914,1759279337.4507349,,,,,,,12525568.0,,-0.392576,,,,,
,,,,,,,104219,,,,,,,,,,,,,,,,,,,,,,,,18002.315629762,1759279383.7860324,,,,,,,12558336.0,,,,,0.064253315,,
,,,,,,,104250,,,,,,,,,,,,,,,,,2.1225367,,,,,,,18002.316428309,1759279386.7100616,,,,,,,12560384.0,,,,,,,
,,,,,,,104429,,,,,,,,,,,,,,,,,,,,,,,698.0,18037.337209948,1759279418.6824067,,,,,,,12582912.0,,,,,,,
,,,,,,,104735,,,,,,,,,,,,,,,,,,,,,,,698.0,18087.372688418,1759279470.8757794,,,,,,,12619776.0,,,,,,,
,,,,,,,104886,,1000.0,,,,,,,,,,,,,,,,,,,,,,18112.387076988,1759279497.0287955,,,,,,,12638208.0,,,,,,,
,,,,,,,105605,,,,,,,,,,,,,,,,,,,,,0.15,,,18237.479689517,1759279618.7705631,,,,,,,12724224.0,,,,,,,
,,,,,,,105741,,,,,,,,,,,,,,,,,,,,,0.15,,,18257.495553935,1759279641.8080242,,,,,,,12740608.0,,,,,,,
,,,,,,,106524,,,,,,,,-17.589436,,,,,,,,,,,,,,,,18392.583751192,1759279774.325324,,,,,,,12834816.0,,,,,,,
,,,,,,,106778,,,,,,,,,,,,,,,,,,,,,0.15,,,18432.609260981,1759279817.6224523,,,,,,,12865536.0,,,,,,,
,,,,,,,106862,,,,,,,,,,,,,0.0013020834,,,,,,,,,,,18447.617969156,1759279832.0575993,,,,,,,12875776.0,,,,,,,
,,,,,,,106865,,,0.29648453,,,,,,,,,,,,,,,,,,,,,18447.618038871,1759279832.0595186,,,,,,,12875776.0,,,,,,,
,,,,,,,107435,,,,,,,,,,,,,,,,,,,,,,,,18547.681874488,1759279929.808609,,,,,,,12945408.0,,-0.07905673,,,,,
,,,,,,,107971,,,,,,,,,,,,,,,,,,,,,,,,18637.742569652,1759280020.011302,,,,,0.0001,,13008896.0,,,,,,,
,,,,,,,108262,,,,,,,,,,,,,,,,,2.2216344,,,,,,,18687.777951033,1759280069.7795591,,,,,,,13043712.0,,,,,,,
,,,,,0.0002220685,,108943,,,,,,,,,,,,,,,,,,,,,,,,18802.855518849,1759280185.644663,,,,,,,13125632.0,,,,,,,
,,,,,,,110833,,,,,,,,,,,,,,,,,,,,,,,,19128.090299507,1759280510.0428488,0.07011345,,,,,,13355008.0,,,,,,,
,,,,,,,111175,,,,,,,,,,,,,,,,,,,,,,,,19183.126848269,1759280567.6472387,,,,,,,13395968.0,,-0.16687095,,,,,
,,,,,,,111421,,,0.97383636,,,,,,,,,,,,,,,,,,,,,19223.155268528,1759280607.8061054,,,,,,,13424640.0,,,,,,,
,,,,,,,111847,,,,,,,,,,,,,,,,,,,,,,,,19298.205917961,1759280679.7784884,,,,,0.0001,,13475840.0,,,,,,,
,,,,,,,112541,,,,,,,,,,,,,,,,,,,,,0.15,,,19413.284287857,1759280798.047959,,,,,,,13559808.0,,,,,,,
,,,,,,,113411,,,,,,,,,,,,,,,,,,,,,,,,19563.382901046,1759280945.3164568,,,,,0.0001,,13664256.0,,,,,,,
,,,,,,,113495,,,0.54564273,,,,,,,,,,,,,,,,,,,,,19578.392457228,1759280959.7264876,,,,,,,13674496.0,,,,,,,
,,,,,,,113719,,,,,,,,,,,,,,,,,2.345594,,,,,,,19613.418514199,1759280997.255908,,,,,,,13701120.0,,,,,,,
,,,,,,,114330,,,,,,,,,,,,,,,,,,,,,,,,19718.487748481,1759281100.5005152,,-0.0034072122,,,,,13774848.0,,,,,,,
,,,,,,,114585,,,,,,,,,,,,,,,,,,,,,,,,19758.513394349,1759281143.6556258,,-0.0029388927,,,,,13805568.0,,,,,,,
,,,,,,,115332,,,,,,,,,,,,,,,,,,,,,,,,19888.598775455,1759281271.3448136,,,,,0.0001,,13895680.0,,,,,,,
,-4414.3516,,,,,,116243,,,,,,,,,,,,,,,,,,,,,,,,20043.703549365,1759281427.54373,,,,,,,14006272.0,,,,,,,
,,,,,,,116759,,,-0.36110997,,,,,,,,,,,,,,,,,,,,,20133.763635781,1759281514.7096963,,,,,,,14067712.0,,,,,,,
,,,,,,,116809,,,,,,,,-18.366184,,,,,,,,,,,,,,,,20138.765824143,1759281523.4450147,,,,,,,14073856.0,,,,,,,
,,,,,,,117939,,,,,,,,,,,,,,,,,,,,,,,,20333.899956792,1759281716.4361808,0.12417093,,,,,,14211072.0,,,,,,,
,,,,,,,118336,,,,,,,,,,,,,,,,,,,,,,,,20398.945179272,1759281782.2417777,,,,,,,14258176.0,,,0.0008364712,,,,
,29465.664,,,,,,118555,,,,,,,,,,,,,,,,,,,,,,,,20433.970920996,1759281819.2664201,,,,,,,14284800.0,,,,,,,
,,,,,,,120672,,,,,,,,,,,,,,,,,2.4745278,,,,,,,20794.253209723,1759282176.4903579,,,,,,,14538752.0,,,,,,,
,,,,,,,121090,,,,,,,,,,,,,,,,,,,,,,,,20864.305657509,1759282248.9684293,,,,,,,14589952.0,,,0.00065145985,,,,
,,,,,,,121753,,,,,,,,,,,,,,,,,,,,,,,,20979.384136298,1759282362.0577893,,,,,,,14669824.0,,,0.00064879033,,,,
,,,,,0.00032607763,,121829,,,,,,,,,,,,,,,,,,,,,,,,20989.389547643,1759282373.6559694,,,,,,,14678016.0,,,,,,,
,,,,,,,123454,,,,,,,,,,,,,0.0008544922,,,,,,,,,,,21269.594339364,1759282651.3406792,,,,,,,14874624.0,,,,,,,
,,,,,,,123728,,,,,,,,-18.69245,,,,,,,,,,,,,,,,21314.625741097,1759282697.532906,,,,,,,14907392.0,,,,,,,
,,,,,,,123897,,,,,,,,,,,,,,,,,,,,,0.15,,,21344.650235979,1759282726.4357626,,,,,,,14927872.0,,,,,,,
,34913.652,,,,,,125100,,,,,,,,,,,,,,,,,,,,,,,,21549.789720558,1759282931.671903,,,,,,,15073280.0,,,,,,,
,,,,,,,125115,,,,,,,,,,,,,,,,,,,,,,,,21549.790104252,1759282934.5270877,,,,,,,15075328.0,,0.591778,,,,,
,,,,,,,125163,,,,,,,,,,,,,,,,,,,,,,,,21559.798268832,1759282943.1544585,,,,,,,15081472.0,,,,,0.1348946,,
,,,,,,,125197,,,,,,,,,,,,,,,,,,,,,,,,21564.800893407,1759282948.8651955,,,,,,,15085568.0,,,,,0.1548126,,
,,,,,,,127292,,1000.0,,,,,,,,,,,,,,,,,,,,,,21920.041884991,1759283302.014776,,,,,,,15337472.0,,,,,,,
,,,,,,,127785,,1000.0,,,,,,,,,,,,,,,,,,,,,,22000.095714157,1759283385.7039115,,,,,,,15396864.0,,,,,,,
,,,,,,,128768,,,,,,,,,,,,,,,,,,,,,,,,22170.214834164,1759283553.2070107,0.2726605,,,,,,15515648.0,,,,,,,
,,,,,,,128852,,,,,,,,,,,,,,,,,,,,,,,,22185.224105069,1759283567.6165535,,,,,,,15525888.0,,,,,0.06424615,,
,,,,,,,128955,,,,,,,,,,,,,,,,,,,,,,,,22200.235550064,1759283584.8985975,0.1947239,,,,,,15538176.0,,,,,,,
,,,,,,,129592,,,,,,,,,,,,,,,,,,,,,0.15,,,22310.311707826,1759283691.8668656,,,,,,,15613952.0,,,,,,,
,,,,,0.0005409511,,129989,,,,,,,,,,,,,,,,,,,,,,,,22375.408535721,1759283759.0339372,,,,,,,15661056.0,,,,,,,
,,,0.0,,,,130721,,,,,,,,,,,,,,,,,,,,,,,,22500.490207821,1759283885.695649,,,,,,,15751168.0,,,,,,,
,,,,,,,131755,,,,,,,,,,,,,,,,,,,,,,,,22675.619872884,1759284058.4833744,,-0.004154187,,,,,15874048.0,,,,,,,
,,,,,,,131966,,,,,,,,,,,,,,,,,,,,,,,,22710.643979532,1759284096.1983564,,,,,,,15900672.0,,0.07548141,,,,,
,,,,,,,132110,,,-0.43847406,,,,,,,,,,,,,,,,,,,,,22735.658894484,1759284119.2309544,,,,,,,15917056.0,,,,,,,
,,,,,,,132949,,,,,,,,,,,,,,,,,,,,,,,,22880.752066643,1759284263.9949577,,,,,,,16019456.0,,,,,0.064291574,,
,,,,,,,133249,,,0.7502296,,,,,,,,,,,,,,,,,,,,,22930.78627497,1759284313.2562358,,,,,,,16054272.0,,,,,,,
,,,,,,,134181,,,,,,,,,,,,,0.00061035156,,,,,,,,,,,23090.8879474,1759284472.3847563,,,,,,,16166912.0,,,,,,,
,-2293.0083,,,,,,135606,,,,,,,,,,,,,,,,,,,,,,,,23331.061510922,1759284715.828575,,,,,,,16338944.0,,,,,,,
,,,,,,,135764,,,,,,,,-19.398716,,,,,,,,,,,,,,,,23361.083809065,1759284741.8810143,,,,,,,16357376.0,,,,,,,
,,,,,0.0011023163,,135803,,,,,,,,,,,,,,,,,,,,,,,,23366.085979676,1759284747.6744084,,,,,,,16361472.0,,,,,,,
,,,,,,,136151,,,,,,,,,,,,,,,,,,,,,,,700.0,23426.142813356,1759284808.9584906,,,,,,,16404480.0,,,,,,,
,,,,,,,136597,,,,,,,,-19.474655,,,,,,,,,,,,,,,,23501.192713644,1759284883.8345025,,,,,,,16457728.0,,,,,,,
,,,,,,,137348,,,,,,,,,,,,,,,,,,,,,,,,23626.358133829,1759285011.5872195,,-0.004124553,,,,,16547840.0,,,,,,,
,,,,,,,137635,,,0.9074336,,,,,,,,,,,,,,,,,,,,,23676.355882977,1759285060.913132,,,,,,,16582656.0,,,,,,,
,,,,,,,138682,,1000.0,,,,,,,,,,,,,,,,,,,,,,23856.476767556,1759285240.0692668,,,,,,,16709632.0,,,,,,,
,,,,,,,139045,,,,,,,,-19.603622,,,,,,,,,,,,,,,,23916.51939768,1759285300.6419635,,,,,,,16752640.0,,,,,,,
,,,,,,,139403,,,0.6921171,,,,,,,,,,,,,,,,,,,,,23976.569627865,1759285361.3047714,,,,,,,16795648.0,,,,,,,
,,,,,0.00013599129,,139798,,,,,,,,,,,,,,,,,,,,,,,,24046.615214961,1759285427.804352,,,,,,,16842752.0,,,,,,,
,,,,,,,141133,,,,,,,,,,,,,,,,,,,,,,,,24271.762596294,1759285656.710003,,,,,,,17004544.0,,,0.0005608287,,,,
,,,,,,,141595,,,,,,,,-19.755585,,,,,,,,,,,,,,,,24351.818389685,1759285734.924809,,,,,,,17059840.0,,,,,,,
,,,,,,,141681,,,-0.76580083,,,,,,,,,,,,,,,,,,,,,24366.830260056,1759285749.4134145,,,,,,,17070080.0,,,,,,,
,,,,,,,142378,,,0.51614666,,,,,,,,,,,,,,,,,,,,,24486.927099303,1759285868.646015,,,,,,,17154048.0,,,,,,,
,,,,,,,142928,,,,,,,,,,,,,,,,,,,,,,,,24582.011324577,1759285964.1782396,,,,,,,17221632.0,,,,,0.06429988,,
,,,,,,,143415,,,0.6827216,,,,,,,,,,,,,,,,,,,,,24662.128937599,1759286046.7521763,,,,,,,17278976.0,,,,,,,
,,,,,,,143560,,,,,,,,,,,,,,,,,,,,,,,,24692.151516032,1759286072.8137035,,,,,,,17297408.0,,-0.05000451,,,,,
,,,,,,,143612,,1000.0,,,,,,,,,,,,,,,,,,,,,,24697.153793877,1759286081.4736953,,,,,,,17303552.0,,,,,,,
,,,,,,,143757,,,,,,,,,,,,,,,,,,,,,,,,24722.225170703,1759286105.6518393,,-0.0034611735,,,,,17319936.0,,,,,,,
,,,,,,,143814,,,,0.0034589006,,,,,,,,,,,,,,,,,,,,24732.231332334,1759286117.230475,,,,,,,17328128.0,,,,,,,
,,,,,,,145661,,,,,,,,,,,,,,,,,,,,,,,,25047.442883616,1759286429.5337963,,-0.0034308748,,,,,17549312.0,,,,,,,
,,,,,,,146077,,1000.0,,,,,,,,,,,,,,,,,,,,,,25117.490187692,1759286501.5615149,,,,,,,17600512.0,,,,,,,
,,,,,,,146083,,,,,,,,-20.10883,,,,,,,,,,,,,,,,25117.490332093,1759286501.5617,,,,,,,17600512.0,,,,,,,
,-5490.2065,,,,,,146673,,,,,,,,,,,,,,,,,,,,,,,,25217.556678607,1759286602.312159,,,,,,,17672192.0,,,,,,,
,,,,,,,147681,,,,,,,,-20.21088,,,,,,,,,,,,,,,,25387.676681255,1759286773.111185,,,,,,,17793024.0,,,,,,,
,,,,,,,148411,,,,,,,,,,,,,,,,,,,,,0.15,,,25512.75903043,1759286897.6011,,,,,,,17881088.0,,,,,,,
,,,,,,,149373,,,,0.0039752154,,,,,,,,,,,,,,,,,,,,25688.392191305,1759287071.3093772,,,,,,,17997824.0,,,,,,,
,,,0.0,,,,149608,,,,,,,,,,,,,,,,,,,,,,,,25728.450731174,1759287112.0490623,,,,,,,18026496.0,,,,,,,
,,,,,,,149636,,,,,,,,-20.310854,,,,,,,,,,,,,,,,25733.490686447,1759287114.9722183,,,,,,,18028544.0,,,,,,,
,,,,,,,150530,,,,,,,,,,,,,,,,,,,,,,,,25888.65582347,1759287271.4457762,,,,,,,18137088.0,,-0.014365519,,,,,
,,,,,,,150970,,,,,,,,,,,,,,,,,,,,,,,,25963.70472584,1759287346.8389285,0.13227463,,,,,,18190336.0,,,,,,,
,,,,,,,151893,,,,,,,,,,,,,,,,,,,,,,,701.0,26118.80589945,1759287503.4681318,,,,,,,18300928.0,,,,,,,
,,,,,,,152019,,,,,,,,,,,,,,,,,,,,,,,,26138.818274798,1759287523.815597,,-0.0025765775,,,,,18315264.0,,,,,,,
,,,0.0,,,,152379,,,,,,,,,,,,,,,,,,,,,,,,26203.864368853,1759287587.710766,,,,,,,18360320.0,,,,,,,
,,,,,,,152381,,,,,,,,,,,,,,,,,,,,,,,,26203.864419531,1759287587.7108154,0.056752965,,,,,,18360320.0,,,,,,,
,,,,,,,152401,,1000.0,,,,,,,,,,,,,,,,,,,,,,26208.865883932,1759287590.5929039,,,,,,,18362368.0,,,,,,,
,,,,,,,152482,,,,,,,,,,,,,,,,,,,,,,,,26223.876223806,1759287605.1568484,,,,,,,18372608.0,,,,,0.06425266,,
,,,,,,,152578,,,0.817453,,,,,,,,,,,,,,,,,,,,,26238.887881894,1759287619.7186162,,,,,,,18382848.0,,,,,,,
,,,,,,,152989,,,,,,,,,,,,,,,,,3.185585,,,,,,,26303.937267019,1759287689.2530043,,,,,,,18432000.0,,,,,,,
,,,,,,,153033,,,,,,,,,,,,,,,,,,,,,,,,26313.942570011,1759287697.925034,,,,,,,18438144.0,,,0.000704945,,,,
,,,,,,,153272,,,,,,,,,,,,,0.003540039,,,,,,,,,,,26353.968696796,1759287738.5649095,,,,,,,18466816.0,,,,,,,
,,,,,,,153990,,,,,,,,,,,,,,,,,,,,,,,,26479.069666366,1759287860.4683475,,,,,0.0001,,18552832.0,,,,,,,
,,,,,,,154161,,,,,,,,,,,,,,,,,,,,,,,,26504.088521883,1759287889.6137326,,-0.003326608,,,,,18573312.0,,,,,,,
,,,,,,,155572,,,,,,,,,,,,,,,,,,,,,,,,26749.412996425,1759288133.4956849,,-0.0044061188,,,,,18743296.0,,,,,,,
,,,,,0.00016198833,,155625,,,,,,,,,,,,,,,,,,,,,,,,26759.421470659,1759288142.2625916,,,,,,,18749440.0,,,,,,,
,-10516.72,,,,,,156091,,,,,,,,,,,,,,,,,,,,,,,,26839.471959128,1759288223.329824,,,,,,,18806784.0,,,,,,,
,,,,,,,156502,,,,,,,,,,,,,0.0009765625,,,,,,,,,,,26909.517161319,1759288292.8253922,,,,,,,18855936.0,,,,,,,
,,,,,5.1621322e-05,,156611,,,,,,,,,,,,,,,,,,,,,,,,26929.530361062,1759288310.2336588,,,,,,,18868224.0,,,,,,,
,,,0.0,,,,156935,,,,,,,,,,,,,,,,,,,,,,,,26984.611936697,1759288368.9045064,,,,,,,18909184.0,,,,,,,
,,,,,,,157518,,1000.0,,,,,,,,,,,,,,,,,,,,,,27084.67962427,1759288467.153504,,,,,,,18978816.0,,,,,,,
,,,,,,,158095,,,,,,,,,,,,,,,,,,,,,,,,27184.749842849,1759288565.6954072,,,,,,,19048448.0,,-0.16858083,,,,,
,,,,,,,159082,,1000.0,,,,,,,,,,,,,,,,,,,,,,27349.860043718,1759288734.495553,,,,,,,19167232.0,,,,,,,
,,,,,,,160194,,,0.9680089,,,,,,,,,,,,,,,,,,,,,27545.453769075,1759288927.063407,,,,,,,19300352.0,,,,,,,
,,,,,,,160721,,,0.7107234,,,,,,,,,,,,,,,,,,,,,27635.678543439,1759289019.6169283,,,,,,,19363840.0,,,,,,,
,,,,,,,162637,,,,,,,,,,,,,,,,,,,,,,,701.0,27965.945085146,1759289348.5470603,,,,,,,19595264.0,,,,,,,
,-3282.8264,,,,,,162704,,,,,,,,,,,,,,,,,,,,,,,,27975.953240931,1759289360.1802125,,,,,,,19603456.0,,,,,,,
,,,,,3.219683e-05,,163853,,,,,,,,,,,,,,,,,,,,,,,,28171.129152827,1759289555.559922,,,,,,,19740672.0,,,,,,,
,,,,,,,163900,,,0.7948692,,,,,,,,,,,,,,,,,,,,,28181.164145924,1759289564.2492735,,,,,,,19746816.0,,,,,,,
,,,,,,,164386,,1000.0,,,,,,,,,,,,,,,,,,,,,,28266.320862814,1759289649.2568362,,,,,,,19806208.0,,,,,,,
