parameters/log_std,parameters/mlp_extractor.value_net.2.bias,robot/x_position,gradients/mlp_extractor.policy_net.0.weight,gradients/value_net.weight,gradients/mlp_extractor.policy_net.2.weight,parameters/mlp_extractor.value_net.0.weight,train/std,gradients/action_net.weight,_step,global_step,train/entropy_loss,parameters/mlp_extractor.policy_net.2.bias,parameters/value_net.bias,curriculum/current_phase,gradients/action_net.bias,train/clip_range,train/learning_rate,train/value_loss,parameters/value_net.weight,gradients/mlp_extractor.value_net.2.bias,parameters/mlp_extractor.policy_net.2.weight,gradients/mlp_extractor.value_net.2.weight,gradients/mlp_extractor.value_net.0.weight,gradients/mlp_extractor.policy_net.0.bias,_runtime,robot/height,train/clip_fraction,parameters/mlp_extractor.value_net.0.bias,parameters/mlp_extractor.policy_net.0.bias,rollout/ep_rew_mean,robot/total_distance,parameters/mlp_extractor.value_net.2.weight,parameters/action_net.bias,parameters/mlp_extractor.policy_net.0.weight,gradients/mlp_extractor.policy_net.2.bias,time/fps,robot/velocity_ms,train/explained_variance,gradients/mlp_extractor.value_net.0.bias,train/approx_kl,rollout/ep_len_mean,_timestamp,gradients/value_net.bias,train/loss,gradients/log_std,parameters/action_net.weight,train/policy_gradient_loss
"{'packedBins': {'size': 0.004862223312784408, 'count': 64, 'min': 0.00010439583275001496}, '_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]}","{'packedBins': {'min': -0.23244856297969818, 'size': 0.007309659151360393, 'count': 64}, '_type': 'histogram', 'values': [1, 1, 3, 0, 2, 1, 1, 0, 1, 2, 0, 1, 2, 7, 3, 1, 4, 5, 3, 3, 2, 6, 2, 3, 4, 1, 1, 2, 1, 1, 2, 1, 3, 2, 2, 0, 3, 1, 4, 5, 4, 0, 3, 2, 1, 1, 5, 2, 5, 1, 2, 3, 2, 1, 1, 0, 3, 0, 2, 1, 1, 0, 0, 1]}",,,,,"{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 2, 5, 5, 5, 6, 9, 11, 9, 11, 22, 34, 46, 55, 78, 100, 138, 154, 180, 228, 249, 307, 290, 303, 297, 219, 192, 192, 155, 118, 77, 58, 33, 42, 16, 17, 11, 6, 5, 5, 5, 2, 2, 1, 0, 3, 1, 0, 0, 3], 'packedBins': {'min': -0.8207128643989563, 'size': 0.022476723417639732, 'count': 64}}",,,41174,4687872.0,,"{'values': [2, 0, 0, 0, 0, 0, 1, 3, 3, 1, 0, 1, 3, 1, 1, 4, 0, 1, 5, 3, 1, 2, 5, 1, 5, 2, 3, 2, 3, 4, 4, 3, 5, 5, 4, 3, 5, 1, 4, 4, 7, 4, 3, 2, 3, 2, 1, 3, 3, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1], 'packedBins': {'min': -0.15250076353549957, 'size': 0.005021102260798216, 'count': 64}, '_type': 'histogram'}","{'values': [1], 'bins': [0.12777698040008545, 0.12777698040008545], '_type': 'histogram'}",0.0,,,,,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 0, 2, 1, 0, 0, 0, 2, 2, 1, 2, 1, 1, 2, 5, 4, 7, 4, 7, 9, 4, 6, 2, 4, 3, 5, 1, 11, 6, 7, 6, 0, 4, 3, 5, 2, 1, 0, 3, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'min': -0.2766317129135132, 'size': 0.010170676279813051, 'count': 64}}",,"{'packedBins': {'min': -0.5555466413497925, 'size': 0.016682865098118782, 'count': 64}, '_type': 'histogram', 'values': [1, 0, 2, 1, 3, 5, 3, 5, 11, 9, 27, 24, 40, 55, 68, 93, 108, 148, 175, 200, 257, 288, 378, 428, 486, 531, 572, 627, 667, 688, 676, 754, 719, 763, 762, 765, 707, 700, 597, 547, 521, 473, 414, 403, 313, 267, 221, 183, 169, 109, 93, 87, 65, 47, 44, 23, 20, 19, 9, 6, 5, 2, 0, 1]}",,,,6678.994861526,,,"{'_type': 'histogram', 'values': [1, 0, 1, 0, 0, 1, 0, 2, 1, 2, 2, 1, 2, 4, 1, 1, 2, 3, 0, 2, 3, 1, 4, 4, 3, 2, 0, 4, 5, 2, 0, 5, 1, 8, 5, 3, 2, 4, 2, 4, 1, 1, 2, 4, 4, 1, 4, 1, 1, 1, 0, 2, 3, 2, 4, 2, 3, 2, 0, 0, 1, 0, 0, 1], 'packedBins': {'min': -0.4001375138759613, 'size': 0.011960641946643591, 'count': 64}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 1, 2, 2, 2, 6, 2, 3, 3, 4, 4, 3, 2, 3, 1, 2, 3, 3, 6, 2, 5, 4, 9, 4, 4, 3, 2, 3, 3, 1, 8, 2, 3, 0, 1, 4, 2, 0, 3, 1, 1, 1, 0, 0, 3, 1, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.004966526525095105, 'count': 64, 'min': -0.1458434760570526}}",,,"{'_type': 'histogram', 'values': [1, 0, 0, 2, 0, 0, 1, 1, 0, 4, 6, 8, 7, 19, 27, 34, 50, 64, 79, 120, 167, 206, 259, 336, 404, 420, 515, 557, 653, 733, 806, 807, 908, 862, 910, 827, 836, 846, 762, 647, 597, 625, 456, 413, 326, 266, 227, 166, 133, 89, 65, 41, 31, 20, 15, 11, 2, 4, 5, 3, 2, 2, 0, 1], 'packedBins': {'min': -0.629122793674469, 'size': 0.01847858726978302, 'count': 64}}","{'_type': 'histogram', 'values': [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1], 'packedBins': {'size': 0.0036384875420480967, 'count': 64, 'min': -0.09228357672691345}}","{'_type': 'histogram', 'values': [4, 0, 5, 0, 5, 3, 5, 3, 8, 9, 9, 12, 20, 28, 32, 42, 46, 65, 66, 88, 68, 88, 102, 132, 143, 135, 145, 147, 156, 172, 141, 179, 181, 150, 150, 143, 116, 131, 128, 99, 96, 65, 67, 60, 55, 39, 31, 32, 34, 19, 8, 16, 11, 6, 6, 1, 1, 1, 4, 1, 0, 1, 0, 2], 'packedBins': {'size': 0.015564399771392345, 'count': 64, 'min': -0.4809831380844116}}",,,,,,,,1758563852.6741564,,,,"{'packedBins': {'count': 64, 'min': -0.31231993436813354, 'size': 0.008352683624252677}, '_type': 'histogram', 'values': [1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 3, 2, 2, 2, 6, 5, 4, 10, 9, 6, 13, 18, 16, 24, 16, 17, 24, 22, 29, 31, 27, 51, 41, 41, 37, 56, 43, 42, 31, 42, 34, 34, 22, 24, 22, 23, 27, 23, 26, 18, 16, 19, 11, 6, 9, 8, 6, 8, 3, 1, 4, 3, 3]}",
,,0.61608356,,,,,,,41448,4718592.0,,,,,,,,,,,,,,,6719.025613542,,,,,,,,,,,,,,,,,1758563896.0244823,,,,,
,,,,,,,,,42352,4820992.0,,,,,,,,,,,,,,,6869.133843401,,,,,,,,,,,,,,,0.0067414464,,1758564042.060756,,,,,
,,,,,,,,,42783,4870144.0,,,,,,,,,,,,,,,6939.185504921,,,,,,,,,,,702.0,,,,,,1758564112.1494565,,,,,
,,-0.18889537,,,,,,,43194,4917248.0,,,,,,,,,,,,,,,7004.232218325,,,,,,,,,,,,,,,,,1758564179.8159173,,,,,
,,0.006475898,,,,,,,43500,4952064.0,,,,,,,,,,,,,,,7054.272214064,,,,,,,,,,,,,,,,,1758564229.8954391,,,,,
,,,,,,,,,45669,5197824.0,,,,,,,0.0001,,,,,,,,7404.527160789,,,,,,,,,,,,,,,,,1758564580.7866924,,,,,
,,,,,,,,,46161,5255168.0,,,,,,,,,,,,,,,7489.588886907,0.06426262,,,,,,,,,,,,,,,,1758564663.4944875,,,,,
,,,,,,,,,46929,5341184.0,,,,,,,0.0001,,,,,,,,7614.676801806,,,,,,,,,,,,,,,,,1758564786.9909635,,,,,
,,,,,,,,,47470,5402624.0,,,,,,,,,,,,,,,7699.733765409,,,,,,,,,,,,,,,,,1758564875.2982626,,-0.0812704,,,
,,0.012372762,,,,,,,47820,5443584.0,,,,,,,,,,,,,,,7759.779680754,,,,,,,,,,,,,,,,,1758564934.032714,,,,,
,,,,,,,,,48554,5527552.0,,,,0.0,,,,,,,,,,,7879.868368783,,,,,,,,,,,,,,,,,1758565054.7949553,,,,,
,,,,,,,,,48616,5533696.0,,,,,,,,,,,,,,,7889.875973423,,,,,,,,,,,,,,,0.004110324,,1758565063.6671581,,,,,
,,,,,,,,,48950,5572608.0,,,,0.0,,,,,,,,,,,7944.917757467,,,,,,,,,,,,,,,,,1758565119.5887868,,,,,
,,,,,,,,,49552,5640192.0,,,,,,,,,,,,,,,8039.991172684,,,,,,,,,,,,,,,0.0029973327,,1758565216.7231264,,,,,
,,,,,,,,,50008,5691392.0,,,,,,,,,,,,,,,8115.046547256,,,,,,,,,,,,,,,,,1758565290.894035,,-0.07356236,,,
,,,,,,,,,50888,5791744.0,,,,,,,,,,,,,,,8260.156493728,,,,,,,,,,,,,-0.8417057,,,,1758565435.844092,,,,,
,,,,,,,,,51741,5890048.0,,,,,,,,,,,,,,,8405.263499113,0.0642122,,,,,,,,,,,,,,,,1758565577.9626439,,,,,
,,,,,,,,,52915,6023168.0,,,,,,,,,,,,,,,8595.400866474,,,,,,,,,,,,,,,,1000.0,1758565769.4482214,,,,,
,,,,,,,,,53266,6062080.0,,,,,,,,,,,,,,,8650.442002113,,,,,,,,,,,,,,,,,1758565824.9825747,,-0.06950013,,,
,,,,,,,,,54153,6164480.0,,,,,,,,,,,,,,,8795.548480099,0.15127827,,,,,,,,,,,,,,,,1758565971.0315633,,,,,
,,,,,,,1.3249785,,55608,6328320.0,,,,,,,,,,,,,,,9030.732718866,,,,,,,,,,,,,,,,,1758566203.9924033,,,,,
,,,,,,,,,55905,6363136.0,,,,,,,,,,,,,,,9080.767543838,,,,,,,,,,,701.0,,,,,,1758566253.6374133,,,,,
,,0.6488518,,,,,,,56244,6402048.0,,,,,,,,,,,,,,,9135.812140366,,,,,,,,,,,,,,,,,1758566308.898074,,,,,
,,,,,,,,,57386,6531072.0,,,,,,,,,,,,,,,9320.93772135,,,,,,,,,,,,,0.99320734,,,,1758566493.5956929,,,,,
,,0.32846802,,,,,,,58098,6612992.0,,,,,,,,,,,,,,,9436.018795282,,,,,,,,,,,,,,,,,1758566610.882348,,,,,
,,,,,,,,,58275,6633472.0,,,,,,,,,,,,,,,9466.0386626,0.06426601,,,,,,,,,,,,,,,,1758566640.0998397,,,,,
,,,,,,,,,59734,6799360.0,,,,,,,,,,,,,,,9701.211182047,,,,,,1.51448,,,,,,,,,,,1758566878.00242,,,,,
,,,,,,,,,59738,6799360.0,,,,,,,,,,,,,,,9701.211283783,,,,,149110.7,,,,,,,,,,,,1758566878.0024686,,,,,
,,,,,,,,,60281,6860800.0,,,,,,,,,,,,,,,9791.277086498,,0.04951986,,,,,,,,,,,,,,,1758566966.3138018,,,,,
,,,,,,,,,60941,6936576.0,,,,,,,,,,,,,,,9901.352541577,,,,,,,,,,,,-0.0012749677,,,,,1758567074.5606632,,,,,
,,,,,,,,,61337,6981632.0,,,,,,,,,,,,,,,9966.40263,,,,,,,,,,,,-0.0076998714,,,,,1758567139.3922846,,,,,
,,,,,,,,,61658,7018496.0,,,,0.0,,,,,,,,,,,10016.436842054,,,,,,,,,,,,,,,,,1758567192.8033683,,,,,
,,,,,,,1.399169,,61800,7032832.0,,,,,,,,,,,,,,,10041.453947588,,,,,,,,,,,,,,,,,1758567213.4839404,,,,,
,,,,,,,,,61939,7049216.0,-13.988721,,,,,,,,,,,,,,10061.471188561,,,,,,,,,,,,,,,,,1758567237.135865,,,,,
,,,,,,,,,62588,7122944.0,,,,,,,,,,,,,,,10166.551627342,,,,,,,,,,,,,0.93700427,,,,1758567343.2883182,,,,,
,,,,,,,,,62644,7129088.0,,,,,,,,,,,,,,,10176.558494081,,,,,,,,,,,,,,,,,1758567352.192547,,-0.08821538,,,
,,,,,,,1.4184146,,62862,7153664.0,,,,,,,,,,,,,,,10211.581925261,,,,,,,,,,,,,,,,,1758567387.5906239,,,,,
,,,,,,,1.4330268,,63492,7225344.0,,,,,,,,,,,,,,,10316.659281382,,,,,,,,,,,,,,,,,1758567490.6742275,,,,,
,,,,,,,,,63970,7280640.0,,,,,,,,,,,,,,,10396.720186321,,,,,,,,,,,,,,,0.005139547,,1758567570.2716918,,,,,
,,4.637846,,,,,,,64272,7315456.0,,,,,,,,,,,,,,,10446.756102575,,,,,,,,,,,,,,,,,1758567619.8962743,,,,,
,,,,,,,,,64361,7325696.0,,,,,,,,,,,,,,,10461.768414887,,,,,,,,,,,,0.0008437735,,,,,1758567634.6706066,,,,,
,,,,,,,,,65144,7413760.0,,,,,,,,,,,,,,,10586.859580198,,,,,,,,,,,,,0.9708447,,,,1758567761.4793203,,,,,
,,,,,,,,,65329,7434240.0,,,,,,,,0.029998945,,,,,,,10616.882584498,,,,,,,,,,,,,,,,,1758567790.7563593,,,,,
,,,,,,,,,65949,7505920.0,,,,,,,,,,,,,,,10716.959526513,,,,,,,,,,,700.0,,,,,,1758567893.1185799,,,,,
,,,,,,,,,66364,7553024.0,,,,,,,,,,,,,,,10787.013531383,,,,,,,,,,,,,,,0.00248464,,1758567961.0077193,,,,,
,,,,,,,,,66979,7622656.0,-14.454635,,,,,,,,,,,,,,10887.089856077,,,,,,,,,,,,,,,,,1758568061.8053095,,,,,
,,,,,,,,,68642,7813120.0,,,,0.0,,,,,,,,,,,11162.30165922,,,,,,,,,,,,,,,,,1758568336.2171538,,,,,
,,,,,,,,,69236,7880704.0,,,,0.0,,,,,,,,,,,11257.37350892,,,,,,,,,,,,,,,,,1758568432.6914015,,,,,
,,,,,,,,,69985,7964672.0,-14.630857,,,,,,,,,,,,,,11377.461773625,,,,,,,,,,,,,,,,,1758568551.796495,,,,,
,,,,,,,,,70768,8054784.0,,,,,,,,,,,,,,,11507.55834132,,,,,,0.5205594,,,,,,,,,,,1758568679.9596016,,,,,
,,,,,,,,,71075,8089600.0,,,,,,,,,,,,,,,11557.595814733,,,,,,,,,,,,0.011370444,,,,,1758568729.6522963,,,,,
,,,,,,,,,71237,8108032.0,,,,,,,,,,,,,,,11582.613804282,,,,,,,,,,,,0.012101043,,,,,1758568756.0573456,,,,,
,,,,,,,,,72645,8267776.0,,,,,,,,,,,,,,,11807.779251282,,,,,,,,,,,700.0,,,,,,1758568984.1252415,,,,,
,,,,,,,,,72872,8294400.0,,,,0.0,,,,,,,,,,,11847.807532592,,,,,,,,,,,,,,,,,1758569021.9219198,,,,,
,,,,,,,,,73138,8323072.0,,,,,,,,,,,,,,,11887.835584132,,,,,,,,,,,,,,,,,1758569062.577727,,-0.08886799,,,
,,1.6125513,,,,,,,74316,8458240.0,,,,,,,,,,,,,,,12082.980724838,,,,,,,,,,,,,,,,,1758569255.2993119,,,,,
,,,,,,,,,75305,8570880.0,,,,,,,,,,,,,,,12243.095017952,,,,,,,,,,,,0.18613154,,,,,1758569416.4844327,,,,,
,,,,,,,,,77006,8763392.0,,,,,,,,,,,,,,,12518.299324827,,,,,,,,,,,,,0.9160522,,,,1758569692.2557158,,,,,
,,,,,,,,,77582,8828928.0,,,,,,,,,,,,,,,12613.371472616,,,,,,,,,,,,,0.92714477,,,,1758569786.5550556,,,,,
,,,,,,,,,78334,8914944.0,,,,,,,,,,,,,,,12733.461150888,,,,,,,,,,,,,,,0.0044086166,,1758569909.9375339,,,,,
,,,,,,,,,78814,8970240.0,,,,,,,,,,,,,,,12813.523880029,,,,,,0.71364456,,,,,,,,,,,1758569990.2865906,,,,,
,,,,,,,,,79031,8994816.0,,,,,,,,,,,,,,,12853.552969556,,,,,,,,,,,,0.0026066203,,,,,1758570026.0148826,,,,,
,,,,,,,1.6423047,,79764,9076736.0,,,,,,,,,,,,,,,12968.634756398,,,,,,,,,,,,,,,,,1758570144.1689107,,,,,
,,,,,,,,,80007,9105408.0,,,,,,,,,,,,,,,13008.663250754,,,,,,,,,,,700.0,,,,,,1758570185.1291475,,,,,
,,,,,,,,,80311,9140224.0,,,,,,,,,,,,,,,13058.699937814,,,,,,,,,,,,,,,,1000.0,1758570234.7887485,,,,,
,,,,,,,,,80624,9175040.0,,,,,,,,,,,,,,,13108.739609171,,,,,,,,,,,,,-0.4663024,,,,1758570284.6218498,,,,,
,,,,,,,,,81952,9326592.0,,,,,,,,,,,,,,,13328.901767892,,,,,,,,,,,,,,,0.003401021,,1758570501.239389,,,,,
,,,,,,,,,82879,9431040.0,,,,,,,,0.05701539,,,,,,,13474.010916768,,,,,,,,,,,,,,,,,1758570650.6510987,,,,,
,,,,,,,1.6767461,,83454,9496576.0,,,,,,,,,,,,,,,13569.082136545,,,,,,,,,,,,,,,,,1758570743.8776107,,,,,
,,,,,,,,,84290,9592832.0,,,,,,,,,,,,,,,13709.181937666,,,,,35684.29,,,,,,,,,,,,1758570881.4719262,,,,,
,,,,,,,,,84549,9621504.0,,,,,,,0.0001,,,,,,,,13749.212454518,,,,,,,,,,,,,,,,,1758570922.6642945,,,,,
,,,,,,,,,84777,9648128.0,,,,,,,,,,,,,,,13784.23601569,,,,,,,,,,,700.0,,,,,,1758570960.8061156,,,,,
,,,,,,,,,85256,9703424.0,,,,0.0,,,,,,,,,,,13864.291594306,,,,,,,,,,,,,,,,,1758571040.2901897,,,,,
,,,,,,,,,85353,9713664.0,,,,,,,,,,,,,,,13879.302407925,,,,,,,,,,,700.0,,,,,,1758571054.8427937,,,,,
,,,,,,,1.6940801,,85380,9715712.0,,,,,,,,,,,,,,,13884.306053462,,,,,,,,,,,,,,,,,1758571057.7558157,,,,,
,,,,,,,,,85424,9721856.0,,,,,,,,,,,,,,,13894.311841983,,,,,105022.67,,,,,,,,,,,,1758571066.5177188,,,,,
,,,,,,,,,86799,9877504.0,,,,,,,0.0001,,,,,,,,14114.470623136,,,,,,,,,,,,,,,,,1758571289.6930578,,,,,
,,,,,,,,,87388,9945088.0,,,,,,,,,,,,,,,14214.548305737,,,,,,,,,,,,,,,0.0039692675,,1758571387.1397972,,,,,
,,,,,,,,,87457,9953280.0,,,,,,,,,,,,,,,14224.556702495,,,,,,,,,,,,,,,,1000.0,1758571399.0754344,,,,,
,,,,,,,,,87574,9965568.0,,,,,,,,,,,,,,,14244.570444024,,,,,,,,,,,,,,,,,1758571416.879294,,-0.09051165,,,
,,,,,,,,,87777,9990144.0,,,,,,,,,,,,,,,14279.598391788,0.06424374,,,,,,,,,,,,,,,,1758571452.2019792,,,,,
,,,,,,,,,88036,10018816.0,,,,,,,,,,,,,,,14319.628262935,,,,,,,,,,,,,,,0.0036595205,,1758571493.635524,,,,,
,,,,,,,,,88492,10070016.0,,,,,,,,,,,,,,,14394.680004814,,,,,,,,,,,,,,,,,1758571566.7887187,,-0.09155064,,,
,,,,,,,,,88601,10082304.0,,,,,,,,,,,,,,,14433.170958449,,,,,,,,,,,,,,,,,1758571584.5700655,,,,,-0.0077511696
,,0.3452253,,,,,,,88608,10084352.0,,,,,,,,,,,,,,,14433.176499792,,,,,,,,,,,,,,,,,1758571587.5074131,,,,,
,,,,,,,,,88928,10121216.0,,,,0.0,,,,,,,,,,,14478.047023016,,,,,,,,,,,,,,,,,1758571640.8305264,,,,,
,,-0.22485122,,,,,,,89274,10160128.0,,,,,,,,,,,,,,,14524.980069395,,,,,,,,,,,,,,,,,1758571696.929259,,,,,
,,,,,,,,,89910,10231808.0,,,,,,0.15,,,,,,,,,14625.054459854,,,,,,,,,,,,,,,,,1758571799.6980784,,,,,
,,,,,,,,,91245,10383360.0,,,,,,,0.0001,,,,,,,,14845.226493515,,,,,,,,,,,,,,,,,1758572018.8137789,,,,,
,,,,,,,,,91817,10448896.0,,,,,,,,,,,,,,,14940.300024477,,0.005859375,,,,,,,,,,,,,,,1758572113.7727675,,,,,
,,,,,,,,,92061,10477568.0,,,,,,,,,,,,,,,14980.328538363,0.14503874,,,,,,,,,,,,,,,,1758572155.0213385,,,,,
,,2.619043,,,,,,,92064,10477568.0,,,,,,,,,,,,,,,14980.328630765,,,,,,,,,,,,,,,,,1758572155.0213828,,,,,
,,,,,,,,,92308,10504192.0,,,,,,,,,,,,,,,15020.356892591,,,,,,,,,,,,,,,,,1758572193.1598217,,-0.085197486,,,
,,,,,,,,,92650,10543104.0,,,,,,,,,,,,,,,15075.396687604,,,,,,,,,,,,,,,,,1758572248.9236524,,-0.09267287,,,
,,,,,,,,,92750,10555392.0,,,,,,,,,,,,,,,15090.407304306,,,,,36045.73,,,,,,,,,,,,1758572266.732006,,,,,
,,,,,,,,,93003,10584064.0,,,,,,,,,,,,,,,15135.440680081,,,,,,,,,,,699.0,,,,,,1758572308.2666383,,,,,
,,,,,,,,,93726,10665984.0,,,,,,0.15,,,,,,,,,15250.526881373,,,,,,,,,,,,,,,,,1758572426.732518,,,,,
,,0.24508297,,,,,,,94908,10801152.0,,,,,,,,,,,,,,,15445.67641768,,,,,,,,,,,,,,,,,1758572622.6256757,,,,,
,,,,,,,,,95115,10823680.0,,,,,,,0.0001,,,,,,,,15480.701530996,,,,,,,,,,,,,,,,,1758572654.993409,,,,,
,,,,,,,,,95138,10827776.0,,,,0.0,,,,,,,,,,,15485.705556874,,,,,,,,,,,,,,,,,1758572660.8019881,,,,,
,,,,,,,,,95265,10842112.0,,,,,,,,,,,,,,,15505.725566586,0.12940778,,,,,,,,,,,,,,,,1758572681.3857718,,,,,
,,,,,,,,,96089,10934272.0,,,,,,,,,,,,,,,15640.83530015,,,,,,,,,,,,,,,,,1758572813.363018,,,,,-0.0068772053
,,,,,,,,,96267,10954752.0,,,,,,,0.0001,,,,,,,,15665.856262115,,,,,,,,,,,,,,,,,1758572842.7268677,,,,,
,,,,,,,,,97167,11057152.0,,,,,,,0.0001,,,,,,,,15815.967236828,,,,,,,,,,,,,,,,,1758572989.1319518,,,,,
,,,,,,,,,97784,11128832.0,,,,0.0,,,,,,,,,,,15916.038080992,,,,,,,,,,,,,,,,,1758573092.1304374,,,,,
,,,,,,,,,97853,11134976.0,,,,,,,,,,,,,,,15926.046465817,,,,,,,,,,,,,,,,,1758573101.0017977,,,,,-0.008674063
,,,,,,,,,97893,11141120.0,,,,,,,,,,,,,,,15936.055810703,0.064258605,,,,,,,,,,,,,,,,1758573109.928989,,,,,
,,,,,,,,,97958,11147264.0,,,,,,,,,,,,,,,15946.063794245,,,,,,,,,,,,,0.92236626,,,,1758573118.8029487,,,,,
,,,,,,,,,98825,11245568.0,,,,,,,,,,,,,,,16086.164655273,,,,,,,,,,,,,,,,,1758573259.9739404,,,,,-0.0072079375
,,,,,,,,,99057,11272192.0,,,,,,,0.0001,,,,,,,,16121.189306111,,,,,,,,,,,,,,,,,1758573297.9951007,,,,,
,,,,,,,,,99416,11313152.0,,,,,,,,,,,,,,,16181.22867774,,,,,,,,,,,,,0.964681,,,,1758573356.9970944,,,,,
,,,,,,,,,100281,11411456.0,,,,,,,0.0001,,,,,,,,16321.325583279,,,,,,,,,,,,,,,,,1758573498.0567136,,,,,
,,,,,,,,,100579,11446272.0,,,,,,,,,,,,,,,16376.361383731,,,,,,,,,,,,,,,,1000.0,1758573548.480687,,,,,
,,,,,,,,,100594,11448320.0,,,,,,,,,,,,,,,16376.361752569,,,,,,0.23637366,,,,,,,,,,,1758573551.4267755,,,,,
,,,,,,,,,100768,11466752.0,,,,,,,,,,,,,,,16401.379558133,,,,,,,,,,,,,,,,,1758573578.0394566,,-0.100977935,,,
,,,,,,,,,100827,11474944.0,,,,,,,,,,,,,,,16416.388414196,0.064242594,,,,,,,,,,,,,,,,1758573589.8602417,,,,,
,,,,,,,,,101054,11499520.0,,,,,,,,,,,,,,,16451.415108097,,,,,,,,,,,,,0.76274264,,,,1758573625.4940448,,,,,
,,,,,,,,,101968,11603968.0,,,,,,,,,,,,,,,16601.520130725,,,,,,,,,,,,,,,0.0053264834,,1758573775.282936,,,,,
,,,,,,,,,102070,11616256.0,,,,,,,,,,,,,,,16616.530961425,,,,,,0.841156,,,,,,,,,,,1758573792.9816594,,,,,
,,,,,,,,,102477,11661312.0,,,,,,,0.0001,,,,,,,,16681.577398728,,,,,,,,,,,,,,,,,1758573857.7522457,,,,,
,,,,,,,,,102481,11661312.0,,,,,,,,0.00064767926,,,,,,,16681.577499847,,,,,,,,,,,,,,,,,1758573857.7551215,,,,,
,,,,,,,,,103442,11771904.0,,,,,,,,,,,,,,,16846.691989115,,,,,-5954.8115,,,,,,,,,,,,1758574018.8277323,,,,,
,,,,,,,,,103950,11829248.0,,,,,,0.15,,,,,,,,,16926.758030839,,,,,,,,,,,,,,,,,1758574101.0505502,,,,,
,,,,,,,,,104219,11859968.0,,,,,,,,,,,,,,,16971.788402733,,0.06258138,,,,,,,,,,,,,,,1758574145.7835646,,,,,
,,0.0057628443,,,,,,,104250,11864064.0,,,,,,,,,,,,,,,16976.7916909,,,,,,,,,,,,,,,,,1758574151.7436287,,,,,
,,,,,,,,,104429,11884544.0,,,,,,,,,,,,,,,17006.816258867,,,,,,,,,,,,0.013972982,,,,,1758574181.5125246,,,,,
,,,,,,,,,104735,11919360.0,,,,,,,,,,,,,,,17056.855276393,,,,,,,,,,,,-0.005247124,,,,,1758574232.1212041,,,,,
,,,,,,,,,105741,12034048.0,,,,,,,,,,,,,,,17221.978410449,0.14240207,,,,,,,,,,,,,,,,1758574396.2227418,,,,,
,,,,,,,,,106524,12122112.0,,,,,,0.15,,,,,,,,,17347.075531196,,,,,,,,,,,,,,,,,1758574523.5718,,,,,
,,,,,,,,,106778,12150784.0,,,,,,,,,,,,,,,17392.105235218,,,,,,,,,,,,,0.97388864,,,,1758574564.6430347,,,,,
,,,,,,,,,106865,12161024.0,,,,,,,,,,,,,,,17407.117160235,,0.041381836,,,,,,,,,,,,,,,1758574579.4757013,,,,,
,,,,,,,,,107435,12226560.0,,,,,,,,,,,,,,,17497.187477234,,,,,,,,,,,,0.0024646905,,,,,1758574674.1903207,,,,,
,,,,,,,,,107971,12285952.0,,,,,,,,0.0020441723,,,,,,,17587.25520558,,,,,,,,,,,,,,,,,1758574760.365571,,,,,
,,,,,,,,,108262,12320768.0,,,,,,,,,,,,,,,17637.293373158,,,,,,0.09539558,,,,,,,,,,,1758574810.6883671,,,,,
,,,,,,,,,110833,12611584.0,,,,,,,,0.034641918,,,,,,,18057.600680666,,,,,,,,,,,,,,,,,1758575231.3302734,,,,,
,,,,,,,,,111175,12650496.0,,,,,,,,0.02417003,,,,,,,18112.640389045,,,,,,,,,,,,,,,,,1758575287.8100178,,,,,
,,,,,,,,,111421,12679168.0,-16.927677,,,,,,,,,,,,,,18152.668942878,,,,,,,,,,,,,,,,,1758575329.1829157,,,,,
,,,,,,,,,112541,12806144.0,,,,,,,,,,,,,,,18337.803241531,,,,,,,,,,,,,,,,,1758575513.6639733,,,,,-0.0053355433
,,,,,,,,,113411,12906496.0,,,,,,,,,,,,,,,18482.914164647,,,,,,,,,,,,-0.005439131,,,,,1758575658.7220256,,,,,
